"Date","Name","Type","Quantity","Units","Calories","Fat (g)","Protein (g)","Carbohydrates (g)","Sugars (g)","Fiber (g)","Cholesterol (mg)","Sodium (mg)"
"04/05/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"04/05/2015","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"04/05/2015","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"04/05/2015","Bread Whole Wheat Sprouted","Breakfast","2.0","Servings","180","1","10","38","4","10","0","320"
"04/05/2015","Beer","Lunch","12.0","Fluid ounces","153","0","1.64","12.64","0","0","0","14.24"
"04/05/2015","Pizza 20 (Amici's Combo Scaled)","Lunch","0.25","Serving","1,140","58","50","104","n/a","n/a","130","4420"
"04/05/2015","Beer","Dinner","12.0","Fluid ounces","153","0","1.64","12.64","0","0","0","14.24"
"04/05/2015","Brainwash Bacon Blue Burger","Dinner","1.0","Serving","892","60.92","74.1","7.52","3.67","1.17","237.18","1352.2"
"04/05/2015","French Fries","Dinner","1.0","Each","400","18","7","54","0","2","0","245"
"04/05/2015","Ketchup","Dinner","0.25","Cup","58","0.19","1.4","15.9","13.66","0.18","0","668.40"
"04/05/2015","Cafe Mocha; Nonfat; Medium","Snacks","16.0","Ounces","220","1","16","35","n/a","n/a","5","210"
"04/05/2015","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"04/05/2015","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"04/05/2015","Ginger Chew","Snacks","1.0","Piece","20","0","0","5","5","0","0","0"
"04/04/2015","Egg, Scrambled, Large","Breakfast","3.0","Each","306","22.34","20.29","4.3","3.17","0","644.16","512.40"
"04/04/2015","Ground Beef, 85% Lean","Breakfast","4.0","Ounces","283","17.54","29.39","0","0","0","102","81.60"
"04/04/2015","Cheese, Cheddar, Slice","Breakfast","2.0","Each","226","18.56","13.94","0.72","0.29","0","58.80","347.76"
"04/04/2015","Home Fries Diced & Seasoned","Breakfast","8.0","Ounces","187","0","5.33","42.67","0","5.33","0","1013.33"
"04/04/2015","Sour Cream, Reg","Breakfast","2.0","Tablespoons","60","5","1","2","1","0","20","15"
"04/04/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"04/04/2015","Chips, Tortilla, White Corn","Lunch","14.0","Pieces","140","7","2","15","0","2","0","80"
"04/04/2015","Salsa Autentica","Lunch","0.25","Cup","20","0","0","4","0","0","0","520"
"04/04/2015","Cafe Mocha; Nonfat; Medium","Lunch","16.0","Ounces","220","1","16","35","n/a","n/a","5","210"
"04/04/2015","Katsu Don; Kama; To Go","Dinner","1.0","Serving","818","26.49","57.56","82.5","1.13","1.10","353.10","190"
"04/04/2015","Sushi, California Roll","Dinner","6.0","Each","270","4.48","7.47","49.32","5.23","2.24","0","476"
"04/04/2015","Sauce, Peanut, Thai","Dinner","1.0","Tablespoon","60","3.50","2","5","4","0.50","0","115"
"04/04/2015","Rice, White, Medium Grain, Cooked","Dinner","0.5","Cup","121","0.20","2.21","26.59","0","0.28","0","0"
"04/04/2015","Donut, Chocolate Frosted","Snacks","0.5","Each","135","7.50","1.50","15.50","6.50","0.50","0","170"
"04/04/2015","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"04/03/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"04/03/2015","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"04/03/2015","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"04/03/2015","Bread Whole Wheat Sprouted","Breakfast","1.0","Serving","90","0.50","5","19","2","5","0","160"
"04/03/2015","Cole Slaw, Fast Food","Lunch","0.5","Cup","101","6.54","0.63","9.83","8.5","1.25","2.64","133.98"
"04/03/2015","Chicken Breast Skinless - Raw","Lunch","6.0","Ounces","180","3","37.50","0","0","0","105","15"
"04/03/2015","Sauce, BBQ","Lunch","0.25","Cup","105","0.20","0","25.38","18.24","0.42","0","783.30"
"04/03/2015","Cabbage, Chopped","Lunch","1.0","Cup","22","0.9","1.14","5.16","2.85","2.23","0","16.2"
"04/03/2015","Oil, Olive, Extra Virgin","Lunch","1.0","Tablespoon","120","14","0","0","0","0","0","0"
"04/03/2015","Tofu, Firm, With Calcium Sulfate","Lunch","0.25","Cup","91","5.49","9.94","2.69","0","1.45","0","8.82"
"04/03/2015","Ice Cream, Vanilla","Lunch","0.5","Cup","137","7.26","2.31","15.58","14.1","0.46","29.4","52.80"
"04/03/2015","Cabbage, Chopped","Dinner","2.0","Cups","45","0.18","2.28","10.32","5.70","4.45","0","32.4"
"04/03/2015","Chicken, Breast, Grilled","Dinner","12.0","Ounces","368","11.87","65.30","0","0","0","192.93","554.6"
"04/03/2015","Oil, Canola","Dinner","1.0","Tablespoon","124","14","0","0","0","0","0","0"
"04/03/2015","Soup, Beef w/ Country Veg","Dinner","1.0","Cup","147","2.50","10","21","3.99","3.92","14.70","889.35"
"04/03/2015","Kumquats","Snacks","6.0","Each","81","0.98","2.14","18.13","10.67","7.41","0","11.40"
"04/03/2015","Yogurt, Greek, Plain, Nonfat","Snacks","2.0","Cups","240","0","44","14","12","0","0","140"
"04/03/2015","Grapes, Red European","Snacks","3.0","Cups","313","0.72","3.26","81.99","70.12","4.8","0","9.6"
"04/02/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"04/02/2015","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"04/02/2015","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"04/02/2015","Bread Whole Wheat Sprouted","Breakfast","1.5","Servings","135","0.75","7.50","28.50","3","7.50","0","240"
"04/02/2015","Lettuce, Romaine, Hearts, Fresh","Lunch","3.0","Cups","18","0","0.60","1.80","0.60","1.20","0","3"
"04/02/2015","Broccoli","Lunch","1.0","Cup","31","0.34","2.57","6.4","1.55","2.37","0","30.3"
"04/02/2015","Ham, Honey, Smoked","Lunch","3.0","Ounces","104","2.2","15.25","6.18","0","0","18.71","765.45"
"04/02/2015","Vinagrette","Lunch","0.125","Cup","160","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"04/02/2015","Beer","Dinner","12.0","Fluid ounces","153","0","1.64","12.64","0","0","0","14.24"
"04/02/2015","Slider Bun","Dinner","2.0","Servings","160","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"04/02/2015","Cheese, Provolone, Slice","Dinner","1.0","Each","98","7.45","7.16","0.60","0.16","0","19.32","245.28"
"04/02/2015","Chicken Breast Skinless - Raw","Dinner","1.0","Ounce","30","0.50","6.25","0","0","0","17.50","2.50"
"04/02/2015","Mini chicken corn dogs","Dinner","1.0","Serving","210","12","7","18","7","1","45","490"
"04/02/2015","Pizza 14 (Amici's Combo Scaled)","Dinner","0.125","Each","285","14.50","12.50","26","n/a","n/a","35","285"
"04/02/2015","Soup, Ginger Carrot","Dinner","1.0","Cup","100","1","2","22","8","3","0","550"
"04/02/2015","Apple, Large","Snacks","1.0","Each","116","0.38","0.58","30.80","23.17","5.35","0","2.23"
"04/02/2015","Yogurt","Snacks","6.0","Ounces","103","0","8.57","17.14","17.14","0","0","85.71"
"04/02/2015","Cereal, Granola, Homemade","Snacks","0.125","Cup","75","3.67","2.26","8.12","3.5","1.37","0","3.81"
"04/02/2015","Bread Whole Wheat Sprouted","Snacks","1.0","Serving","90","0.50","5","19","2","5","0","160"
"04/02/2015","Apricot, Preserves, Organic, Reduced Sugar","Snacks","2.0","Tablespoons","60","0","0","14","14","0","0","0"
"04/02/2015","Milk, 2%, w/ Vitamin A & D","Snacks","1.0","Cup","122","4.83","8.5","11.71","12.35","0","19.52","114.68"
"04/02/2015","Kumquats","Snacks","5.0","Each","67","0.82","1.79","15.11","8.89","6.17","0","9.50"
"04/01/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"04/01/2015","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"04/01/2015","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"04/01/2015","Bread Whole Wheat Sprouted","Breakfast","1.0","Serving","90","0.50","5","19","2","5","0","160"
"04/01/2015","Salad, Leaf & Romaine","Lunch","2.0","Cups","15","0","1","2","0","1","0","10"
"04/01/2015","Chicken Breast Skinless - Raw","Lunch","6.0","Ounces","180","3","37.50","0","0","0","105","15"
"04/01/2015","Beets, Slices","Lunch","1.0","Cup","58","0.23","2.19","13","9.19","3.81","0","106.8"
"04/01/2015","Vinagrette","Lunch","1.0","Tablespoon","80","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"04/01/2015","Soup, Tomato, Made w/ Water","Lunch","1.0","Cup","74","0.69","1.96","16.29","9.85","1.49","0","674.56"
"04/01/2015","Broccoli","Dinner","3.0","Cups","93","1.1","7.70","18.13","4.64","7.10","0","90.9"
"04/01/2015","Cole Slaw, Fast Food","Dinner","1.0","Cup","202","13.8","1.25","19.65","16.9","2.51","5.28","267.96"
"04/01/2015","Macaroni And Cheese","Dinner","0.5","Cup","100","2.50","4","15","3","1","5","380"
"04/01/2015","Bread Whole Wheat Sprouted","Dinner","2.0","Servings","180","1","10","38","4","10","0","320"
"04/01/2015","Roast Beef, Deli Sliced","Dinner","2.0","Ounces","70","2.50","10","1","0","0","30","500"
"04/01/2015","Cheese, American, Yellow, Slice","Dinner","1.0","Slice","80","7","4","1","1","0","20","300"
"04/01/2015","Ice Cream, Vanilla","Snacks","0.5","Cup","137","7.26","2.31","15.58","14.1","0.46","29.4","52.80"
"04/01/2015","Strawberries, Whole","Snacks","1.0","Cup","46","0.43","0.96","11.6","7.4","2.88","0","1.44"
"04/01/2015","Milk, 2%, w/ Vitamin A & D","Snacks","1.0","Cup","122","4.83","8.5","11.71","12.35","0","19.52","114.68"
"04/01/2015","Milk, 2%, w/ Vitamin A & D","Snacks","1.0","Cup","122","4.83","8.5","11.71","12.35","0","19.52","114.68"
"04/01/2015","Bread Whole Wheat Sprouted","Snacks","1.0","Serving","90","0.50","5","19","2","5","0","160"
"04/01/2015","Blueberry Preserves","Snacks","1.25","Tablespoons","63","0","0","16.25","15","0","0","6.25"
"03/31/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"03/31/2015","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"03/31/2015","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"03/31/2015","Bread Whole Wheat Sprouted","Breakfast","1.0","Serving","90","0.50","5","19","2","5","0","160"
"03/31/2015","Asparagus","Lunch","2.0","Cups","54","0.32","5.90","10.40","5.4","5.63","0","5.36"
"03/31/2015","Squash, Zucchini, Slices, Stmd","Lunch","2.0","Cups","54","1.30","4.10","9.68","10.69","3.60","0","10.80"
"03/31/2015","Oil, Canola","Lunch","1.0","Tablespoon","124","14","0","0","0","0","0","0"
"03/31/2015","Pork, Tenderloin, Cooked","Lunch","8.0","Ounces","333","8.98","59.2","0","0","0","165.47","129.20"
"03/31/2015","Apple, Large","Lunch","1.0","Each","116","0.38","0.58","30.80","23.17","5.35","0","2.23"
"03/31/2015","Bok Choy","Dinner","3.0","Cups","20","0","2","4","2","2","0","90"
"03/31/2015","Pork, Shoulder, Blade, Boston Roast, Cooked","Dinner","8.0","Ounces","610","42.75","52.38","0","0","0","194.93","151.87"
"03/31/2015","Brownie","Dinner","0.25","Each","57","2.28","0.67","8.95","5.13","0.29","2.38","43.68"
"03/31/2015","Puff Pastry, Frozen","Snacks","0.5","Each","112","7.70","1.48","9.14","0.15","0.30","0","50.60"
"03/31/2015","Red Bean Paste","Snacks","0.125","Cup","100","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"03/31/2015","Milk, 2%, w/ Vitamin A & D","Snacks","1.0","Cup","122","4.83","8.5","11.71","12.35","0","19.52","114.68"
"03/31/2015","Milk, 2%, w/ Vitamin A & D","Snacks","1.0","Cup","122","4.83","8.5","11.71","12.35","0","19.52","114.68"
"03/31/2015","Strawberries, Whole","Snacks","1.0","Cup","46","0.43","0.96","11.6","7.4","2.88","0","1.44"
"03/30/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"03/30/2015","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"03/30/2015","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"03/30/2015","Bread Whole Wheat Sprouted","Breakfast","2.0","Servings","180","1","10","38","4","10","0","320"
"03/30/2015","Kale, Chinese, Cooked","Lunch","1.0","Cup","19","0.63","1","3.35","0.74","2.20","0","6.16"
"03/30/2015","Yams, Domestic, Cubes","Lunch","1.5","Cups","172","0.10","3.13","40.14","8.34","5.99","0","109.72"
"03/30/2015","Chicken Breast Skinless - Raw","Lunch","12.0","Ounces","360","6","75","0","0","0","210","30"
"03/30/2015","Sauce, Pesto","Lunch","0.25","Cup","140","18","4","2","1","1","10","390"
"03/30/2015","Oil, Canola","Lunch","1.0","Tablespoon","124","14","0","0","0","0","0","0"
"03/30/2015","Chicken, Thigh, Skinless, Cooked","Dinner","8.0","Ounces","404","18.40","56","0","0","0","300","240"
"03/30/2015","Broccoli","Dinner","3.0","Cups","93","1.1","7.70","18.13","4.64","7.10","0","90.9"
