"Date","Name","Type","Quantity","Units","Calories","Fat (g)","Protein (g)","Carbohydrates (g)","Sugars (g)","Fiber (g)","Cholesterol (mg)","Sodium (mg)"
"05/24/2015","Oatmeal, Apple Cinnamon, Instant","Breakfast","2.0","Each","256","3.7","5.60","54.54","24.87","5.53","0","336"
"05/24/2015","Yogurt, Total, 2%","Lunch","1.0","Pound","343","9.14","45.71","18.29","18.29","0","22.86","148.57"
"05/24/2015","Blueberries","Lunch","0.75","Cup","63","0.37","0.82","16.8","11.6","2.66","0","1.11"
"05/24/2015","Pasta, Bowtie","Dinner","4.0","Ounces","400","2","16","82","4","2","0","0"
"05/24/2015","Oil, Olive, Extra Virgin","Dinner","1.0","Tablespoon","120","14","0","0","0","0","0","0"
"05/24/2015","Cheese, Parmesan, Grated","Dinner","2.0","Tablespoons","43","2.86","3.85","0.41","0.9","0","8.80","152.90"
"05/24/2015","Donut, Glazed","Dinner","0.5","Each","130","7","1.50","15.50","6","0.50","0","165"
"05/24/2015","Milk, 2%, w/ Vitamin A & D","Dinner","1.0","Cup","122","4.83","8.5","11.71","12.35","0","19.52","114.68"
"05/24/2015","Brown Rice Microwave","Dinner","1.0","Cup","230","2","5","49","0","3","0","1.95"
"05/24/2015","Cookies, Chocolate Chip, Chewy","Snacks","6.0","Pieces","360","18","3","54","30","3","0","240"
"05/24/2015","Cinnamon Bears","Snacks","2.0","Pieces","56","0","0","14","7.20","0","0","4"
"05/24/2015","Grapes, Red European","Snacks","1.5","Cups","156","0.36","1.63","41","35.6","2.4","0","4.53"
"05/23/2015","Burrito; Seven Suns; Meat Lovers","Breakfast","0.5","Serving","747","50.47","38.10","33.54","4.40","1.47","727.98","1524.96"
"05/23/2015","Burrito; Seven Suns; Meat Lovers","Lunch","0.5","Serving","747","50.47","38.10","33.54","4.40","1.47","727.98","1524.96"
"05/23/2015","Instant Potatoes","Dinner","2.0","Cups","440","12","8","80","8","4","0","1800"
"05/23/2015","Cheese, Cheddar, Shredded","Dinner","0.5","Cup","228","18.72","14.7","0.72","0.29","0","59.33","350.87"
"05/23/2015","Apple Cider, Spiced, Original, Inst, Mix","Dinner","1.5","Ounces","160","0","0","40","40","0","0","60"
"05/23/2015","Trail Mix, Nut & Chocolate","Snacks","0.75","Pound","1,680","105","42","168","119","14","0","175"
"05/23/2015","Cookies, Chocolate Chip, Chewy","Snacks","6.0","Pieces","360","18","3","54","30","3","0","240"
"05/23/2015","Grapes, Red European","Snacks","1.5","Cups","156","0.36","1.63","41","35.6","2.4","0","4.53"
"05/22/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
