"Date","Name","Type","Quantity","Units","Calories","Fat (g)","Protein (g)","Carbohydrates (g)","Sugars (g)","Fiber (g)","Cholesterol (mg)","Sodium (mg)"
"08/10/2014","Trader Joe's Organic Multigrain Sandwich Bread","Breakfast","1.0","Serving","80","1","4","17","n/a","2","0","115"
"08/10/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"08/10/2014","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"08/10/2014","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"08/10/2014","Milk, 2%, w/ Vitamin A & D","Breakfast","1.0","Tablespoon","8","0.30","0.50","0.73","0.77","0","1.22","7.17"
"08/10/2014","Yogurt, Plain, Fat Free","Lunch","4.0","Cups","480","0","48","72","68","0","20","720"
"08/10/2014","Blueberries","Lunch","1.333","Cups","112","0.65","1.46","28.59","19.65","4.73","0","1.97"
"08/10/2014","Enchiladas; Chicken; 2014/08/10","Dinner","2.0","Servings","285","7.37","31.74","21.93","0.42","3.2","72.50","129.10"
"08/10/2014","Smoothie; Pineapple; eMeals; 2014/08/10","Dinner","2.0","Servings","114","0.20","3.89","26.81","20.41","2.31","1.67","13.30"
"08/10/2014","Egg, Scrambled, Large","Snacks","1.0","Each","102","7.45","6.76","1.34","1.6","0","214.72","170.80"
"08/10/2014","Nachos, Supreme","Snacks","1.0","Each","430","23","12","44","3","7","30","690"
"08/10/2014","Churro","Snacks","1.0","Each","190","8","2","28","5","1","15","230"
"08/10/2014","Pineapple, Chunks","Snacks","0.5","Cup","41","0.10","0.45","10.82","8.13","1.16","0","0.83"
"08/09/2014","Egg, Large","Breakfast","3.0","Each","215","14.91","18.86","1.17","1.16","0","634.50","210"
"08/09/2014","Cheese, Cheddar, Shredded","Breakfast","0.25","Cup","114","9.36","7.3","0.36","0.15","0","29.66","175.43"
"08/09/2014","Sausage, Chorizo, Pork & Beef, Link","Breakfast","0.5","Each","137","11.48","7.23","0.56","0","0","26.40","370.50"
"08/09/2014","Potatoes, Red, Baby, Cooked","Breakfast","1.0","Cup","151","0.26","3.91","33.30","2.43","3.6","0","20.40"
"08/09/2014","Bread, Whole Wheat","Breakfast","2.0","Slices","138","1.88","7.25","23.12","3.12","3.81","0","264.32"
"08/09/2014","Butter, Salted","Breakfast","1.0","Tablespoon","102","11.52","0.12","0.1","0.1","0","30.53","81.79"
"08/09/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"08/09/2014","Sushi, Cucumber Roll","Lunch","6.0","Pieces","119","0.99","2.96","24.71","1.98","1.98","0","88.94"
"08/09/2014","Noodle, Chinese, Shandong Ramen","Lunch","4.0","Ounces","400","1.50","14","83","2","2","0","1050"
"08/09/2014","Chicken, Fried, Breast, w/ Skin, Fried in Flour","Lunch","5.0","Ounces","315","12.57","45.13","2.32","0","0.14","126.16","107.73"
"08/09/2014","Chicken Broth, Organic, Free Range","Lunch","3.0","Cups","60","3","3","6","3","0","0","1710"
"08/09/2014","Corn, Yellow, Sweet, Kernels","Lunch","0.25","Cup","30","0.37","1.12","7.12","3","0.37","0","3.75"
"08/09/2014","Beer","Dinner","16.0","Fluid ounces","204","0","2.18","16.85","0","0","0","18.99"
"08/09/2014","Chips, Tortilla, White Corn","Dinner","12.0","Pieces","120","6","1.71","12.86","0","1.71","0","68.57"
"08/09/2014","Salsa Autentica","Dinner","0.25","Cup","20","0","0","4","0","0","0","520"
"08/09/2014","Refried Beans, Fat Free","Dinner","0.5","Cup","120","0","7","22","0","7","0","520"
"08/09/2014","Rice, White, Medium Grain, Cooked","Dinner","0.5","Cup","121","0.20","2.21","26.59","0","0.28","0","0"
"08/09/2014","Tortilla, Flour, 10","Dinner","1.5","Each","328","8.14","8.70","53.92","2.2","3.25","0","667.80"
"08/09/2014","Pork, Carne Al Pastor, w/ Adobo Seasoning, Diced","Dinner","4.0","Ounces","120","4","18.67","1.33","1.33","0","53.33","386.67"
"08/09/2014","Ground Beef, 90% Lean","Dinner","4.0","Ounces","246","13.29","29.59","0","0","0","96.33","77.7"
"08/09/2014","Cheese, Cheddar, Shredded","Dinner","0.125","Cup","57","4.68","3.52","0.18","0.7","0","14.83","87.72"
"08/09/2014","Donut, Glazed","Snacks","0.5","Each","130","7","1.50","15.50","6","0.50","0","165"
"08/09/2014","Popcorn, Oil Popped","Snacks","3.0","Cups","192","14.37","2.41","14.87","0.15","2.67","0","349.14"
"08/09/2014","Banana, Medium, 7 - 7 7/8 Long","Snacks","1.0","Each","105","0.39","1.29","26.95","14.43","3.7","0","1.18"
"08/08/2014","Trader Joe's Organic Multigrain Sandwich Bread","Breakfast","1.0","Serving","80","1","4","17","n/a","2","0","115"
"08/08/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"08/08/2014","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"08/08/2014","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"08/08/2014","Milk, 2%, w/ Vitamin A & D","Breakfast","1.0","Tablespoon","8","0.30","0.50","0.73","0.77","0","1.22","7.17"
"08/08/2014","Greek Yogurt (non fat)","Lunch","4.0","Cups","480","0","88","36","36","0","60","320"
"08/08/2014","Blackberries","Lunch","2.5","Cups","155","1.76","5","34.60","17.57","19.8","0","3.60"
"08/08/2014","Brainwash Bacon Blue Burger","Dinner","1.0","Serving","892","60.92","74.1","7.52","3.67","1.17","237.18","1352.2"
"08/08/2014","French Fries","Dinner","1.0","Each","400","18","7","54","0","2","0","245"
"08/08/2014","Ketchup","Dinner","0.25","Cup","58","0.19","1.4","15.9","13.66","0.18","0","668.40"
"08/08/2014","Blackberries","Snacks","1.25","Cups","77","0.88","2.50","17.30","8.78","9.54","0","1.80"
"08/08/2014","Cookie, Chocolate Chip, Soft","Snacks","2.0","Each","136","6.19","1.47","19.52","11.36","0.72","0","81.60"
"08/08/2014","Apple, Medium","Snacks","1.0","Each","95","0.31","0.47","25.13","18.91","4.37","0","1.82"
"08/08/2014","Ice Cream Cone","Snacks","1.0","Serving","100","0","4","21","n/a","n/a","0","n/a"
