"Date","Name","Type","Quantity","Units","Calories","Fat (g)","Protein (g)","Carbohydrates (g)","Sugars (g)","Fiber (g)","Cholesterol (mg)","Sodium (mg)"
"01/11/2015","Greek Yogurt Parfait","Breakfast","9.5","Ounces","360","9","15","54","29","5","5","110"
"01/11/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"01/11/2015","Spinach & Kale Greek Yogurt Dip","Lunch","0.5","Cup","120","10","4","8","4","4","20","600"
"01/11/2015","Grapes, Green European","Lunch","1.0","Cup","104","0.24","1.9","27.33","23.37","1.36","0","3.2"
"01/11/2015","Raisin Rosemary Crisps","Lunch","14.0","Pieces","115","3.18","3.82","20.36","7.64","1.27","0","159.9"
"01/11/2015","Dolma","Lunch","0.5","Piece","15","0.50","0.35","2.50","0.35","0.15","0","n/a"
"01/11/2015","Pate, Goose Liver, Smoked, Foie Gras, Canned","Lunch","1.0","Tablespoon","60","5.70","1.48","0.61","0","0","19.50","90.61"
"01/11/2015","Sausage, Pepperoni, Dry","Lunch","2.0","Ounces","300","26","12","0","0","0","60","1140"
"01/11/2015","Cherries, Sweet","Dinner","1.5","Cups","146","0.46","2.45","36.98","29.61","4.85","0","0"
"01/11/2015","Meat Lasagna","Dinner","350.0","Grams","634","27.16","33.19","63.36","13.58","4.53","60.34","1131.47"
"01/11/2015","Caramel Wafer","Snacks","2.0","Servings","240","9","2","38","22","n/a","20","150"
"01/11/2015","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"01/10/2015","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"01/10/2015","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"01/10/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"01/10/2015","Bread Whole Wheat Sprouted","Breakfast","1.0","Serving","90","0.50","5","19","2","5","0","160"
"01/10/2015","365 Shells & Alfredo","Lunch","1.0","Cup","555","2.25","14.99","91.45","4.50","4.50","6","989.50"
"01/10/2015","Cheese, Blue, Crumbled","Lunch","3.0","Tablespoons","90","7.33","5.46","0.60","0.13","0","19.13","355.73"
"01/10/2015","Cheese, Cheddar, Shredded","Lunch","3.0","Tablespoons","85","6.96","5.23","0.27","0.11","0","22.5","130.41"
"01/10/2015","Panko Bread Crumbs","Lunch","0.333","Cup","87","0.33","2.66","17.32","0","1.33","0","66.60"
"01/10/2015","Brussels Sprouts","Lunch","0.5","Cup","19","0.13","1.49","3.94","0.97","1.67","0","11"
"01/10/2015","truffle oil","Lunch","2.0","Teaspoons","80","9.33","n/a","n/a","n/a","n/a","n/a","n/a"
"01/10/2015","Udon Noodle","Dinner","8.0","Ounces","440","9","n/a","n/a","n/a","n/a","n/a","n/a"
"01/10/2015","Thai Yellow Curry Sauce","Dinner","0.5","Cup","200","14","2","18","10","2","n/a","1640"
"01/10/2015","Chicken Breast Skinless - Raw","Dinner","6.0","Ounces","180","3","37.50","0","0","0","105","15"
"01/10/2015","Squash, Tempura Battered","Dinner","0.5","Each","75","4","0.50","8.50","0.50","0.50","0","455"
"01/10/2015","Donut, Glazed","Snacks","0.5","Each","130","7","1.50","15.50","6","0.50","0","165"
"01/10/2015","Banana, Medium, 7 - 7 7/8 Long","Snacks","1.0","Each","105","0.39","1.29","26.95","14.43","3.7","0","1.18"
"01/10/2015","Milk, 1%, w/ Vitamin A & D","Snacks","1.0","Cup","102","2.37","8.22","12.18","12.69","0","12.20","107.36"
"01/10/2015","Banana, Medium, 7 - 7 7/8 Long","Snacks","1.0","Each","105","0.39","1.29","26.95","14.43","3.7","0","1.18"
"01/10/2015","Milk, 1%, w/ Vitamin A & D","Snacks","1.0","Cup","102","2.37","8.22","12.18","12.69","0","12.20","107.36"
"01/10/2015","Fruit Salad, In Water, Canned","Snacks","1.0","Cup","73","0.17","0.85","19.20","0","2.44","0","7.32"
"01/10/2015","Ginger Chew","Snacks","1.0","Piece","20","0","0","5","5","0","0","0"
"01/09/2015","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"01/09/2015","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"01/09/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"01/09/2015","Bread Whole Wheat Sprouted","Breakfast","1.0","Serving","90","0.50","5","19","2","5","0","160"
"01/09/2015","Broccoli","Breakfast","1.0","Cup","31","0.33","2.54","5.98","1.53","2.34","0","29.70"
"01/09/2015","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"01/09/2015","Salsa Autentica","Breakfast","0.125","Cup","10","0","0","2","0","0","0","260"
"01/09/2015","Noodle, Chinese, Shandong Ramen","Lunch","2.0","Ounces","200","0.75","7","41.50","1","1","0","525"
"01/09/2015","Soup, Miso","Lunch","2.0","Cups","140","4","10","18","0","6","0","1442"
"01/09/2015","Tofu, Regular, With Calcium Sulfate","Lunch","0.5","Cup","94","5.93","10.2","2.33","0","0.37","0","8.68"
"01/09/2015","Rice, White, Medium Grain, Cooked","Lunch","1.0","Cup","242","0.39","4.43","53.18","0","0.56","0","0"
"01/09/2015","Corn, Yellow, Sweet, Kernels","Lunch","0.5","Cup","66","1.4","2.52","14.40","4.82","1.54","0","11.55"
"01/09/2015","Sauce, Curry, Red, Thai","Lunch","0.25","Cup","90","6","1","7","4","0","0","500"
"01/09/2015","Bread, French Baguette","Dinner","4.0","Ounces","272","0.80","9.99","55.97","0","1.20","0","607.65"
"01/09/2015","Butter, Salted","Dinner","1.0","Tablespoon","100","11.36","0.12","0.1","0.1","0","30.10","80.64"
"01/09/2015","Cassoulet Au Confit De Canard","Dinner","2.5","Servings","750","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"01/09/2015","Pie, Apple","Dinner","1.0","Piece","296","13.75","2.38","42.50","19.56","2","0","332.50"
"01/09/2015","Wine, Red","Dinner","6.0","Fluid ounces","150","0","0.12","4.60","1.9","0","0","7.6"
"01/09/2015","Apple, Large","Snacks","1.0","Each","116","0.38","0.58","30.80","23.17","5.35","0","2.23"
"01/09/2015","Grapes, Green European","Snacks","1.0","Cup","104","0.24","1.9","27.33","23.37","1.36","0","3.2"
"01/09/2015","Cafe Latte, w/ 2%, Grande","Snacks","1.0","Each","190","7","12","18","n/a","0","n/a","n/a"
"01/09/2015","Egg, Large","Snacks","2.0","Each","143","9.94","12.57","0.78","0.77","0","423","140"
"01/08/2015","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"01/08/2015","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
