"Date","Name","Type","Quantity","Units","Calories","Fat (g)","Protein (g)","Carbohydrates (g)","Sugars (g)","Fiber (g)","Cholesterol (mg)","Sodium (mg)"
"01/25/2015","Hash Browns, Homemade","Breakfast","2.0","Cups","413","19.53","4.68","54.77","2.32","4.99","0","533.52"
"01/25/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"01/25/2015","Egg, Fried, Whole, Large","Breakfast","2.0","Each","180","14.9","12.53","0.83","0.76","0","420.44","187.68"
"01/25/2015","Cheese, Cheddar, Shredded","Breakfast","0.25","Cup","113","9.28","6.97","0.36","0.15","0","29.40","173.88"
"01/25/2015","Ground Beef, 80% Lean","Breakfast","4.0","Ounces","307","20.20","29.18","0","0","0","103.13","85"
"01/25/2015","Bread, White","Breakfast","1.0","Slice","67","0.82","1.91","12.65","1.8","0.60","0","170.25"
"01/25/2015","Butter, Salted","Breakfast","1.0","Teaspoon","33","3.79","0.4","0","0","0","10.3","26.88"
"01/25/2015","Polenta, Italian","Lunch","0.25","Cup","55","0","1","12","1","0.50","0","255"
"01/25/2015","Couscous, Cooked","Lunch","1.0","Cup","176","0.25","5.95","36.46","0.16","2.20","0","7.85"
"01/25/2015","Tomatoes, Cherry","Lunch","4.0","Each","12","0.14","0.60","2.67","1.79","0.82","0","3.40"
"01/25/2015","Cheese, Mozzarella, Shredded","Lunch","0.125","Cup","42","3.13","3.10","0.31","0.14","0","11.6","87.78"
"01/25/2015","Fire Roasted Yellow & Red Peppers","Lunch","1.0","Ounce","15","1","0","2","n/a","n/a","0","110"
"01/25/2015","Oil, Olive, Extra Virgin","Lunch","1.0","Tablespoon","120","14","0","0","0","0","0","0"
"01/25/2015","Chicken, Leg, w/ Skin, Cooked","Dinner","2.0","Each","529","30.69","59.19","0","0","0","209.76","198.36"
"01/25/2015","Chicken, Breast, Grilled","Dinner","8.0","Ounces","245","7.92","43.53","0","0","0","128.62","369.38"
"01/25/2015","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"01/25/2015","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"01/25/2015","Hot Chocolate","Snacks","1.0","Serving","215","4.62","9.72","39.18","35.19","1.50","12.20","107.36"
"01/25/2015","Milk, 1%, w/ Vitamin A & D","Snacks","1.0","Cup","102","2.37","8.22","12.18","12.69","0","12.20","107.36"
"01/24/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"01/24/2015","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"01/24/2015","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"01/24/2015","Bread Whole Wheat Sprouted","Breakfast","1.5","Servings","135","0.75","7.50","28.50","3","7.50","0","240"
"01/24/2015","Beer","Lunch","12.0","Fluid ounces","153","0","1.64","12.64","0","0","0","14.24"
"01/24/2015","Egg, Fried, Whole, Large","Lunch","1.0","Each","90","7.4","6.27","0.41","0.38","0","210.22","93.84"
"01/24/2015","Home Fries Diced & Seasoned","Lunch","8.0","Ounces","187","0","5.33","42.67","0","5.33","0","1013.33"
"01/24/2015","Beef, Corned, Cured, Canned, Slices","Lunch","6.0","Ounces","425","25.38","46.7","0","0","0","146.20","1710.20"
"01/24/2015","Biscuit","Lunch","1.0","Each","186","8.41","3.16","24.73","1.77","0.66","0.51","536.52"
"01/24/2015","Butter, Salted","Lunch","1.0","Teaspoon","33","3.79","0.4","0","0","0","10.3","26.88"
"01/24/2015","Broccoli","Dinner","2.5","Cups","50","0","6","8","0","4","0","50"
"01/24/2015","Ribeye Steak","Dinner","10.0","Ounces","675","52.50","50","0","0","0","150","150"
"01/24/2015","Wine, Red","Dinner","5.0","Fluid ounces","125","0","0.10","3.84","0.91","0","0","5.88"
"01/24/2015","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"01/24/2015","Donut, Glazed","Snacks","0.5","Each","130","7","1.50","15.50","6","0.50","0","165"
"01/24/2015","Cafe Mocha; Nonfat; Medium","Snacks","16.0","Ounces","220","1","16","35","n/a","n/a","5","210"
"01/24/2015","Grapes, Red European","Snacks","3.0","Cups","313","0.72","3.26","81.99","70.12","4.8","0","9.6"
"01/23/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"01/23/2015","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"01/23/2015","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"01/23/2015","Bread Whole Wheat Sprouted","Breakfast","1.0","Serving","90","0.50","5","19","2","5","0","160"
"01/23/2015","Parsnips, Cooked","Lunch","1.0","Cup","111","0.47","2.6","26.54","7.49","5.62","0","15.60"
"01/23/2015","Macaroni And Cheese","Lunch","1.0","Cup","200","5","8","30","6","2","10","760"
"01/23/2015","Pork, Tenderloin, Cooked","Lunch","6.0","Ounces","250","6.74","44.29","0","0","0","124.17","96.96"
"01/23/2015","Soup, Tomato, Made w/ Water","Lunch","1.0","Cup","74","0.69","1.96","16.29","9.85","1.49","0","674.56"
"01/23/2015","Grits, White Hominy, Dry","Lunch","2.0","Tablespoons","71","0.28","1.75","16.23","0.21","0.98","0","0.41"
"01/23/2015","Melon, Cantaloupe, Cubes","Lunch","2.0","Cups","109","0.61","2.69","26.11","25.15","2.88","0","51.20"
"01/23/2015","Broccoli","Dinner","2.0","Cups","62","0.67","5.13","12.8","3.9","4.73","0","60.6"
"01/23/2015","Yams, Domestic, Mashed, Canned","Dinner","0.75","Cup","193","0.38","3.79","44.35","10.42","3.25","0","143.44"
"01/23/2015","Chicken Breast, Raw","Dinner","8.0","Ounces","240","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"01/23/2015","Oil, Canola","Dinner","1.0","Tablespoon","124","14","0","0","0","0","0","0"
"01/23/2015","Tarts, Mini Fruit","Snacks","1.0","Each","220","9","1","31","15","1","5","370"
"01/23/2015","Capuccino","Snacks","1.0","Serving","120","5","2","17","13","0","0","115"
"01/23/2015","Apple, Large","Snacks","1.0","Each","116","0.38","0.58","30.80","23.17","5.35","0","2.23"
"01/23/2015","Milk, 1%, w/ Vitamin A & D","Snacks","1.0","Cup","102","2.37","8.22","12.18","12.69","0","12.20","107.36"
"01/23/2015","Bread Whole Wheat Sprouted","Snacks","1.0","Serving","90","0.50","5","19","2","5","0","160"
"01/23/2015","Blueberry Preserves","Snacks","1.25","Tablespoons","63","0","0","16.25","15","0","0","6.25"
