"Date","Name","Type","Quantity","Units","Calories","Fat (g)","Protein (g)","Carbohydrates (g)","Sugars (g)","Fiber (g)","Cholesterol (mg)","Sodium (mg)"
"04/19/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"04/19/2015","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"04/19/2015","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"04/19/2015","Bread Whole Wheat Sprouted","Breakfast","2.0","Servings","180","1","10","38","4","10","0","320"
"04/19/2015","French Fries","Lunch","1.0","Each","400","18","7","54","0","2","0","245"
"04/19/2015","Beer","Lunch","12.0","Fluid ounces","153","0","1.64","12.64","0","0","0","14.24"
"04/19/2015","Brainwash Bacon Blue Burger","Lunch","1.0","Serving","892","60.92","74.1","7.52","3.67","1.17","237.18","1352.2"
"04/19/2015","Trader Joe's Veggie Tamales","Dinner","4.0","Servings","720","48","16","56","4","8","60","1040"
"04/19/2015","Chips, Tortilla, White Corn","Snacks","28.0","Pieces","280","14","4","30","0","4","0","160"
"04/19/2015","Banana, Medium, 7 - 7 7/8 Long","Snacks","1.0","Each","105","0.39","1.29","26.95","14.43","3.7","0","1.18"
"04/18/2015","Wild Sockeye Smoked Salmon","Breakfast","2.0","Ounces","120","6","15","0","0","0","50","630"
"04/18/2015","Organic Light Whipped Cream Cheese","Breakfast","5.0","Tablespoons","150","11.25","7.50","7.50","7.50","0","50","262.50"
"04/18/2015","Bagel, Plain, Mini","Breakfast","4.0","Pieces","280","40","8","56","4","4","0","280"
"04/18/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"04/18/2015","Beer","Lunch","12.0","Fluid ounces","153","0","1.64","12.64","0","0","0","14.24"
"04/18/2015","Beer","Lunch","12.0","Fluid ounces","153","0","1.64","12.64","0","0","0","14.24"
