"Date","Name","Type","Quantity","Units","Calories","Fat (g)","Protein (g)","Carbohydrates (g)","Sugars (g)","Fiber (g)","Cholesterol (mg)","Sodium (mg)"
"05/03/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"05/03/2015","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"05/03/2015","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"05/03/2015","Bread Whole Wheat Sprouted","Breakfast","2.0","Servings","180","1","10","38","4","10","0","320"
"05/03/2015","Burrito; Curry Up Now; CTM","Lunch","1.0","Serving","962","33.2","41.72","119.71","6.95","3.74","120","2152.54"
"05/03/2015","Beer","Lunch","12.0","Fluid ounces","153","0","1.64","12.64","0","0","0","14.24"
"05/03/2015","Chickpeas, Canned","Lunch","0.5","Cup","143","1.37","5.94","27.13","0","5.28","0","358.80"
"05/03/2015","Salsa, Chunky","Lunch","0.25","Cup","16","0","0","4","4","1.98","0","460.16"
"05/03/2015","Gorgonzola Chicken","Dinner","1.0","Serving","310","13","18","30","5","3","60","730"
"05/03/2015","Eggplant Parmesan","Dinner","227.0","Grams","370","23","16","18","1","2","30","740"
"05/03/2015","Eggplant Parmesan","Dinner","227.0","Grams","370","23","16","18","1","2","30","740"
"05/03/2015","Bagel, Everything","Snacks","0.5","Each","140","1","5","28.50","2.50","1","0","365"
"05/03/2015","Cream Cheese","Snacks","2.0","Tablespoons","99","9.93","1.72","1.18","0.93","0","31.90","93.9"
"05/03/2015","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"05/03/2015","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"05/03/2015","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"05/03/2015","Bar, Cereal, Fig","Snacks","1.0","Package","120","2","1","24","13","1","0","75"
"05/03/2015","Milk, 2%, w/ Vitamin A & D","Snacks","1.0","Cup","122","4.83","8.5","11.71","12.35","0","19.52","114.68"
"05/02/2015","Donut, Glazed","Breakfast","0.5","Each","130","7","1.50","15.50","6","0.50","0","165"
"05/02/2015","Egg, Scrambled, Large","Breakfast","3.0","Each","306","22.34","20.29","4.3","3.17","0","644.16","512.40"
"05/02/2015","Bacon, Uncured, Apple Smoked","Breakfast","2.0","Pieces","180","14","10","0","0","0","30","480"
"05/02/2015","Cheese, Cheddar, Slice","Breakfast","2.0","Each","226","18.56","13.94","0.72","0.29","0","58.80","347.76"
"05/02/2015","Avocado","Breakfast","0.25","Each","80","7.37","1","4.29","0.33","3.37","0","3.52"
"05/02/2015","Sour Cream, Reg","Breakfast","2.0","Tablespoons","60","5","1","2","1","0","20","15"
"05/02/2015","Bagel, Everything","Breakfast","0.5","Each","150","1.25","5","29.50","2","1","0","320"
"05/02/2015","Cream Cheese","Breakfast","2.0","Tablespoons","99","9.93","1.72","1.18","0.93","0","31.90","93.9"
"05/02/2015","Hash Browns, Homemade","Breakfast","1.0","Cup","207","9.77","2.34","27.39","1.16","2.50","0","266.76"
"05/02/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"05/02/2015","Cafe Mocha; Nonfat; Medium","Lunch","16.0","Ounces","220","1","16","35","n/a","n/a","5","210"
"05/02/2015","Rice, White, Medium Grain, Cooked","Lunch","0.5","Cup","121","0.20","2.21","26.59","0","0.28","0","0"
"05/02/2015","White Rice","Dinner","2.0","Cups","340","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"05/02/2015","Sauce, Simmer, Green Curry","Dinner","8.0","Fluid ounces","177","11.83","1.97","15.77","9.86","0","0","1853.28"
"05/02/2015","Spring Roll, Vegetable","Dinner","1.5","Each","150","9","3","15","0","1.20","0","45"
"05/02/2015","Squash, Zucchini, Slices, Stmd","Dinner","1.0","Cup","27","0.65","2.5","4.84","5.35","1.80","0","5.40"
"05/02/2015","Sweet & Sour Sauce","Dinner","0.5","Each","40","0","0","9.99","8.99","0","0","79.95"
"05/02/2015","Beef, Flank Steak, Cooked, 0 Trim","Dinner","3.0","Ounces","172","7.91","23.42","0","0","0","43.35","45.5"
"05/01/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"05/01/2015","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"05/01/2015","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"05/01/2015","Bread Whole Wheat Sprouted","Breakfast","2.0","Servings","180","1","10","38","4","10","0","320"
"05/01/2015","Salad, Leaf & Romaine","Lunch","3.0","Cups","23","0","1.50","3","0","1.50","0","15"
"05/01/2015","Chicken Breast Skinless - Raw","Lunch","5.0","Ounces","150","2.50","31.25","0","0","0","87.50","12.50"
"05/01/2015","Salad Dressing, Ranch","Lunch","3.0","Tablespoons","222","23.36","0.61","2","1.74","0.13","12.18","430.65"
"05/01/2015","Cabbage, Chopped","Lunch","1.0","Cup","22","0.9","1.14","5.16","2.85","2.23","0","16.2"
"05/01/2015","Salad, Leaf & Romaine","Dinner","3.0","Cups","23","0","1.50","3","0","1.50","0","15"
"05/01/2015","Balsamic Vinegrette","Dinner","0.25","Cup","100","9","n/a","4","4","0","0","600"
"05/01/2015","Cabbage, Chopped","Dinner","1.0","Cup","22","0.9","1.14","5.16","2.85","2.23","0","16.2"
"05/01/2015","Broccoli","Dinner","0.5","Cup","15","0.17","1.27","2.99","0.77","1.17","0","14.85"
"05/01/2015","Strawberries, Whole","Snacks","1.0","Cup","46","0.43","0.96","11.6","7.4","2.88","0","1.44"
"05/01/2015","Strawberries, Whole","Snacks","1.0","Cup","46","0.43","0.96","11.6","7.4","2.88","0","1.44"
"05/01/2015","Frozen Yogurt, All Flavors, Non Chocolate","Snacks","0.75","Cup","166","4.70","3.92","28.19","26","0","16.96","82.22"
"05/01/2015","Kumquats","Snacks","6.0","Each","81","0.98","2.14","18.13","10.67","7.41","0","11.40"
"05/01/2015","Apple, Small","Snacks","1.0","Each","77","0.25","0.39","20.58","15.48","3.58","0","1.49"
"05/01/2015","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"05/01/2015","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"04/30/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"04/30/2015","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"04/30/2015","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"04/30/2015","Bread Whole Wheat Sprouted","Breakfast","1.0","Serving","90","0.50","5","19","2","5","0","160"
"04/30/2015","Salad, Leaf & Romaine","Lunch","3.0","Cups","23","0","1.50","3","0","1.50","0","15"
"04/30/2015","Chicken Breast Skinless - Raw","Lunch","5.0","Ounces","150","2.50","31.25","0","0","0","87.50","12.50"
"04/30/2015","Salad Dressing, Ranch","Lunch","3.0","Tablespoons","222","23.36","0.61","2","1.74","0.13","12.18","430.65"
"04/30/2015","Cabbage, Chopped","Lunch","1.0","Cup","22","0.9","1.14","5.16","2.85","2.23","0","16.2"
"04/30/2015","Hamburger, A1 Slider","Dinner","2.0","Each","280","12","14","32","6","2","20","860"
"04/30/2015","Cheese, Blue, Crumbled","Dinner","0.125","Cup","60","4.89","3.64","0.40","0.9","0","12.75","237.15"
"04/30/2015","Empanadas, Beef W/ Chile Con Queso","Dinner","1.0","Each","540","39","19","30","n/a","2","n/a","1040"
"04/30/2015","Cupcake, Chocolate, Mini, w/ Choc Buttercreme","Dinner","1.0","Each","97","6.33","1","9.67","6.33","0.67","8.33","66.67"
"04/30/2015","Beer","Dinner","12.0","Fluid ounces","153","0","1.64","12.64","0","0","0","14.24"
"04/30/2015","Beer","Dinner","12.0","Fluid ounces","153","0","1.64","12.64","0","0","0","14.24"
"04/30/2015","Strawberries, Whole","Snacks","1.0","Cup","46","0.43","0.96","11.6","7.4","2.88","0","1.44"
"04/30/2015","Frozen Yogurt, All Flavors, Non Chocolate","Snacks","0.75","Cup","166","4.70","3.92","28.19","26","0","16.96","82.22"
"04/29/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"04/29/2015","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"04/29/2015","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"04/29/2015","Bread Whole Wheat Sprouted","Breakfast","1.0","Serving","90","0.50","5","19","2","5","0","160"
"04/29/2015","Sausage, Chorizo, Pork & Beef, Link","Lunch","1.0","Each","273","22.96","14.46","1.12","0","0","52.80","741"
"04/29/2015","Mushrooms, Cooked","Lunch","1.0","Cup","44","0.73","3.39","8.25","3.65","3.43","0","3.12"
"04/29/2015","Soup, Cream of Broccoli, Condensed","Lunch","2.0","Cups","362","13.99","7.99","48.1","12","3.97","19.84","3000.80"
"04/29/2015","Beer","Dinner","12.0","Fluid ounces","153","0","1.64","12.64","0","0","0","14.24"
"04/29/2015","Beer","Dinner","12.0","Fluid ounces","153","0","1.64","12.64","0","0","0","14.24"
