"Date","Name","Type","Quantity","Units","Calories","Fat (g)","Protein (g)","Carbohydrates (g)","Sugars (g)","Fiber (g)","Cholesterol (mg)","Sodium (mg)"
"04/12/2015","Greek Yogurt, Plain","Breakfast","0.5","Cup","65","0","9.50","6.50","5.50","0","10","65"
"04/12/2015","Fruit Salad, In Water, Canned","Breakfast","2.0","Cups","147","0.34","1.72","38.56","0","4.90","0","14.70"
"04/12/2015","Oatmeal, Plain, Fortified, Instant, Cooked","Breakfast","1.0","Cup","159","3.18","5.55","27.31","1.8","3.98","0","114.66"
"04/12/2015","Butter, Salted","Breakfast","1.0","Tablespoon","102","11.52","0.12","0.1","0.1","0","30.53","81.79"
"04/12/2015","Milk, Whole, 3.25%","Breakfast","0.5","Cup","74","3.96","3.84","5.86","6.42","0","12.20","52.46"
"04/12/2015","Noodle, Chinese, Shandong Ramen","Lunch","6.0","Ounces","600","2.25","21","124.50","3","3","0","1575"
"04/12/2015","Chicken Breast Skinless - Raw","Lunch","4.0","Ounces","120","2","25","0","0","0","70","10"
"04/12/2015","Sauce, Simmer, Green Curry","Lunch","4.0","Fluid ounces","89","5.91","0.99","7.89","4.93","0","0","926.64"
"04/12/2015","Whipped Cream","Dinner","1.0","Serving","118","9","0","0","n/a","n/a","30","0"
"04/12/2015","Jam, Red Raspberry","Dinner","2.0","Tablespoons","100","0","0","26","24","0","0","0"
"04/12/2015","Cupcake, Vanilla, Mini, w/ Van Buttercreme","Dinner","4.0","Each","413","25.33","2.67","42.67","30.67","0","46.67","266.67"
"04/12/2015","Scone, Plain","Dinner","1.0","Piece","233","9.20","2.80","35.20","17.50","1.30","27.30","147.30"
"04/12/2015","Bread, Irish Soda","Dinner","1.0","Each","180","5","4","29","9","0","55","330"
"04/12/2015","Fish, Smoked Salmon (Lox)","Dinner","2.0","Ounces","66","2.45","10.36","0","0","0","13.4","1134"
"04/12/2015","Cheese, Goat, Semi Soft","Dinner","0.5","Ounce","52","4.23","3.6","0.36","0.36","0","11.20","73"
"04/11/2015","Egg, Scrambled, Large","Breakfast","2.0","Each","204","14.90","13.53","2.68","2.11","0","429.44","341.60"
"04/11/2015","Sausage, Italian, Link","Breakfast","2.0","Each","250","14.15","27.10","3.53","0","0","50.40","957.60"
"04/11/2015","Bacon, Uncured, Apple Smoked","Breakfast","3.0","Pieces","270","21","15","0","0","0","45","720"
"04/11/2015","Bread, Irish Soda","Breakfast","0.5","Each","90","2.50","2","14.50","4.50","0","27.50","165"
"04/11/2015","Home Fries Diced & Seasoned","Breakfast","4.0","Ounces","93","0","2.67","21.33","0","2.67","0","506.67"
"04/11/2015","French Fries","Lunch","1.0","Each","400","18","7","54","0","2","0","245"
"04/11/2015","Fish Fillet, Breaded Fried","Lunch","6.0","Ounces","395","20.91","24.94","28.87","0","0.85","57.83","904.93"
"04/11/2015","Sauce, Tartar","Lunch","2.0","Tablespoons","80","7","0","4","2","0","5","330"
"04/11/2015","Ketchup","Lunch","2.0","Tablespoons","29","0.9","0.52","7.54","6.83","0.9","0","334.20"
"04/11/2015","Seafood chowder","Dinner","2.0","Cups","460","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"04/11/2015","Bread, Irish Soda","Dinner","0.5","Each","90","2.50","2","14.50","4.50","0","27.50","165"
"04/11/2015","Beer","Dinner","12.0","Fluid ounces","153","0","1.64","12.64","0","0","0","14.24"
"04/11/2015","Donut, Glazed","Snacks","1.0","Each","260","14","3","31","12","1","0","330"
"04/10/2015","Egg, Scrambled, Large","Breakfast","2.0","Each","204","14.90","13.53","2.68","2.11","0","429.44","341.60"
"04/10/2015","Bacon, Uncured, Apple Smoked","Breakfast","2.0","Pieces","180","14","10","0","0","0","30","480"
"04/10/2015","Sausage, Chicken, w/ Apple","Breakfast","2.5","Each","350","17.50","35","15","7.50","2.50","162.50","1375"
"04/10/2015","Greek Yogurt Parfait","Breakfast","8.0","Ounces","303","7.58","12.63","45.47","24.42","4.21","4.21","92.63"
"04/10/2015","Beer","Lunch","12.0","Fluid ounces","153","0","1.64","12.64","0","0","0","14.24"
"04/10/2015","French Fries","Lunch","1.0","Each","400","18","7","54","0","2","0","245"
"04/10/2015","Brainwash Bacon Blue Burger","Lunch","1.0","Serving","892","60.92","74.1","7.52","3.67","1.17","237.18","1352.2"
"04/10/2015","Beer","Dinner","12.0","Fluid ounces","153","0","1.64","12.64","0","0","0","14.24"
"04/10/2015","Beer","Dinner","12.0","Fluid ounces","153","0","1.64","12.64","0","0","0","14.24"
"04/10/2015","Beer","Dinner","12.0","Fluid ounces","153","0","1.64","12.64","0","0","0","14.24"
"04/10/2015","Whiskey, 80 Proof","Dinner","2.0","Fluid ounces","129","0","0","0","0","0","0","0.56"
"04/10/2015","Whipped Cream","Dinner","1.0","Serving","118","9","0","0","n/a","n/a","30","0"
"04/10/2015","Chicken, Strips, 4pc","Dinner","1.0","Each","500","24","47","24","3","1","95","1630"
"04/10/2015","French Fries, Small","Dinner","1.0","Each","226","12.11","2.67","26.63","0.49","2.48","0","137.74"
"04/09/2015","Egg, Scrambled, Large","Breakfast","1.0","Each","102","7.45","6.76","1.34","1.6","0","214.72","170.80"
"04/09/2015","Pineapple, Chunks","Breakfast","0.5","Cup","41","0.10","0.45","10.82","8.13","1.16","0","0.83"
"04/09/2015","Roll, Dinner, Plain, Small","Breakfast","1.0","Each","78","1.62","2.71","13.1","1.39","0.50","1","134"
"04/09/2015","Butter, Salted","Breakfast","1.0","Teaspoon","34","3.84","0.4","0","0","0","10.18","27.26"
"04/09/2015","Potatoes, Cooked in Skin, Peeled, Diced","Breakfast","0.5","Cup","68","0.8","1.46","15.70","0.68","1.40","0","3.12"
"04/09/2015","Beer","Lunch","12.0","Fluid ounces","153","0","1.64","12.64","0","0","0","14.24"
