"Date","Name","Type","Quantity","Units","Calories","Fat (g)","Protein (g)","Carbohydrates (g)","Sugars (g)","Fiber (g)","Cholesterol (mg)","Sodium (mg)"
"05/17/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"05/17/2015","Chicken Breast, Skinless, Cooked","Lunch","1.0","Each","142","3.7","26.68","0","0","0","73.10","63.64"
"05/17/2015","Chicken, Thigh, Skinless, Cooked","Lunch","1.0","Each","109","5.66","13.49","0","0","0","49.40","45.76"
"05/17/2015","Bread, Pita, White","Lunch","1.0","Each","165","0.72","5.46","33.42","0.78","1.32","0","321.60"
"05/17/2015","Hummus","Lunch","0.25","Cup","93","5.38","4.42","8","0","3.36","0","212.24"
"05/17/2015","Butter, Salted","Lunch","1.0","Tablespoon","100","11.36","0.12","0.1","0.1","0","30.10","80.64"
"05/17/2015","Chips, Tortilla, Yellow Corn","Dinner","30.0","Pieces","263","11.25","3.75","35.63","0","1.88","0","187.50"
"05/17/2015","Chili, Beef with Beans","Dinner","1.0","Cup","240","3.50","18","33","7","6","45","880"
"05/17/2015","Cheese, Cheddar, Shredded","Dinner","1.0","Cup","455","37.45","28.14","1.45","0.59","0","118.65","701.73"
"05/17/2015","Sour Cream, Reg","Dinner","2.0","Tablespoons","60","5","1","2","1","0","20","15"
"05/17/2015","Guacamole, Med","Dinner","8.0","Tablespoons","216","18.40","3.20","14.80","1.20","9.60","0","478"
"05/17/2015","Potatoes, Russet, w/ Skin, Baked, Large, 3 - 4 1/4","Dinner","0.5","Each","141","0.22","3.14","31.51","2.8","3.14","0","10.46"
"05/17/2015","Roll, Dinner, Plain, Large","Dinner","1.0","Each","133","2.78","4.67","22.38","2.39","0.86","1.72","230.48"
"05/17/2015","Butter, Salted","Dinner","1.0","Tablespoon","100","11.36","0.12","0.1","0.1","0","30.10","80.64"
"05/17/2015","Cream, Half & Half","Snacks","2.0","Tablespoons","39","3.45","0.89","1.29","0.5","0","11.10","12.30"
"05/17/2015","Yogurt, Greek, Strawberry, Nonfat","Snacks","6.0","Ounces","140","0","14","20","19","1","0","65"
"05/17/2015","Plain Whole Yogurt","Snacks","1.0","Serving","130","7","6","9","9","0","30","95"
"05/17/2015","Honey, Amber","Snacks","1.0","Tablespoon","64","0","0.6","17.30","17.25","0.4","0","0.84"
"05/16/2015","Croissant, Butter, Large","Breakfast","1.0","Each","272","14.7","5.49","30.69","7.54","1.74","44.89","498.48"
"05/16/2015","Cheese, Cheddar, Slice","Breakfast","2.0","Each","226","18.56","13.94","0.72","0.29","0","58.80","347.76"
"05/16/2015","Egg, Scrambled, Large","Breakfast","4.5","Each","458","33.52","30.44","6.4","4.75","0","966.24","768.60"
"05/16/2015","Bread, French Baguette","Breakfast","2.0","Ounces","136","0.40","5","27.98","0","0.60","0","303.83"
"05/16/2015","Salad Dressing, Real Mayonnaise","Breakfast","1.0","Tablespoon","97","10.77","0","0","0","0","5.38","75.38"
"05/16/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"05/16/2015","Shepherds Pie","Breakfast","0.5","Serving","55","3","2.50","5","1","0.50","7.50","375"
"05/16/2015","Turkey Leg","Lunch","8.0","Ounces","293","13.33","40","2.67","n/a","n/a","n/a","n/a"
"05/16/2015","Butter, Salted","Lunch","1.0","Tablespoon","102","11.52","0.12","0.1","0.1","0","30.53","81.79"
"05/16/2015","Beer","Lunch","12.0","Fluid ounces","153","0","1.64","12.64","0","0","0","14.24"
"05/16/2015","Beef Bowl W/ Vegetables","Dinner","1.0","Serving","650","20","24","92","n/a","n/a","50","1160"
"05/16/2015","Rice, White, Medium Grain, Cooked","Dinner","1.0","Cup","242","0.39","4.43","53.18","0","0.56","0","0"
"05/16/2015","Spring Roll, Vegetable","Dinner","1.0","Each","100","6.3","2.1","10.5","0","0.80","0","30.15"
"05/16/2015","Beer","Dinner","12.0","Fluid ounces","153","0","1.64","12.64","0","0","0","14.24"
"05/16/2015","Strawberries, Whole","Snacks","2.0","Cups","92","0.86","1.93","22.12","14.8","5.76","0","2.88"
"05/16/2015","Donut, Glazed","Snacks","1.0","Each","260","14","3","31","12","1","0","330"
"05/15/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"05/15/2015","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"05/15/2015","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"05/15/2015","Bread Whole Wheat Sprouted","Breakfast","1.0","Serving","90","0.50","5","19","2","5","0","160"
