"Date","Name","Type","Quantity","Units","Calories","Fat (g)","Protein (g)","Carbohydrates (g)","Sugars (g)","Fiber (g)","Cholesterol (mg)","Sodium (mg)"
"04/26/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"04/26/2015","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"04/26/2015","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"04/26/2015","Bread Whole Wheat Sprouted","Breakfast","2.0","Servings","180","1","10","38","4","10","0","320"
"04/26/2015","Yogurt, Greek, Plain, Nonfat","Lunch","2.0","Cups","240","0","44","14","12","0","0","140"
"04/26/2015","Grapes, Red European","Lunch","3.0","Cups","313","0.72","3.26","81.99","70.12","4.8","0","9.6"
"04/26/2015","Organic Vegetable Foursome","Dinner","1.667","Cups","125","0","5","27.49","7.50","7.50","0","49.98"
"04/26/2015","Chicken & Green Chili Tamales","Dinner","3.0","Pieces","420","27","12","36","3","3","30","990"
"04/26/2015","Shepherd's Pie","Snacks","1.0","Cup","190","3.50","18","23","3","2","35","590"
"04/26/2015","Cafe Mocha; Nonfat; Medium","Snacks","16.0","Ounces","220","1","16","35","n/a","n/a","5","210"
"04/26/2015","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"04/26/2015","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"04/25/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"04/25/2015","Egg, Scrambled, Large","Breakfast","3.0","Each","306","22.34","20.29","4.3","3.17","0","644.16","512.40"
"04/25/2015","Shrimp, Cooked","Breakfast","15.0","Each","82","0.89","17.25","0","0","0","160.88","184.80"
"04/25/2015","Home Fries Diced & Seasoned","Breakfast","6.0","Ounces","140","0","4","32","0","4","0","760"
"04/25/2015","Donut, Chocolate Frosted","Breakfast","0.5","Each","135","7.50","1.50","15.50","6.50","0.50","0","170"
"04/25/2015","Sauce, Pasta, Marinara","Breakfast","4.0","Fluid ounces","79","3.45","1.97","8.87","4.93","2.96","0","492.89"
"04/25/2015","Biscuit","Breakfast","1.0","Each","186","8.41","3.16","24.73","1.77","0.66","0.51","536.52"
"04/25/2015","Butter, Salted","Breakfast","2.0","Teaspoons","68","7.68","0.8","0.1","0.1","0","20.35","54.53"
"04/25/2015","Frozen Yogurt, All Flavors, Non Chocolate","Lunch","2.0","Cups","442","12.53","10.44","75.17","69.32","0","45.24","219.24"
