"Date","Name","Type","Quantity","Units","Calories","Fat (g)","Protein (g)","Carbohydrates (g)","Sugars (g)","Fiber (g)","Cholesterol (mg)","Sodium (mg)"
"01/18/2015","Tortilla, Flour, Burrito","Breakfast","1.0","Each","290","9","7","44","0","2","0","670"
"01/18/2015","Sausage, Chorizo, Pork & Beef, Link","Breakfast","1.0","Each","273","22.96","14.46","1.12","0","0","52.80","741"
"01/18/2015","Sour Cream, Reg","Breakfast","0.125","Cup","60","5","1","2","1","0","20","15"
"01/18/2015","Cheese, American, Yellow, Slice","Breakfast","2.0","Slices","160","14","8","2","2","0","40","600"
"01/18/2015","Hash Browns, Homemade","Breakfast","1.0","Cup","207","9.77","2.34","27.39","1.16","2.50","0","266.76"
"01/18/2015","Yogurt, Greek, Plain, Nonfat","Lunch","2.0","Cups","240","0","44","14","12","0","0","140"
"01/18/2015","Grapes, Red European","Lunch","2.0","Cups","208","0.48","2.17","54.66","46.75","2.72","0","6.4"
"01/18/2015","Soycutash","Dinner","2.5","Servings","225","8.75","12.50","25","7.50","12.50","0","50"
"01/18/2015","Chicken & Cheese Tamales","Dinner","1.0","Serving","240","11","6","27","1","3","15","680"
"01/18/2015","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"01/18/2015","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"01/18/2015","Grapes, Red European","Snacks","1.0","Cup","104","0.24","1.9","27.33","23.37","1.36","0","3.2"
"01/18/2015","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"01/17/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"01/17/2015","Egg, Large","Breakfast","2.0","Each","143","9.94","12.57","0.78","0.77","0","423","140"
"01/17/2015","Bread Whole Wheat Sprouted","Breakfast","1.0","Serving","90","0.50","5","19","2","5","0","160"
"01/17/2015","Fish Fillet, Breaded Fried","Lunch","8.0","Ounces","526","27.87","33.25","38.49","0","1.13","77.11","1206.58"
"01/17/2015","French Fries","Lunch","1.0","Each","400","18","7","54","0","2","0","245"
"01/17/2015","Sauce, Tartar","Lunch","0.25","Cup","160","14","0","8","4","0","10","660"
"01/17/2015","Beer","Lunch","12.0","Fluid ounces","153","0","1.64","12.64","0","0","0","14.24"
"01/17/2015","Cheeseburger, Fast Food","Lunch","0.25","Each","95","4.92","4.84","7.88","1.49","0.93","14.96","200.16"
"01/17/2015","Greek Yogurt, Plain, Nonfat","Dinner","2.0","Cups","240","0","44","14","12","0","0","140"
"01/17/2015","Blackberries","Dinner","2.5","Cups","155","1.76","5","34.60","17.57","19.8","0","3.60"
"01/17/2015","Donut, Glazed","Snacks","0.5","Each","130","7","1.50","15.50","6","0.50","0","165"
"01/17/2015","Beer","Snacks","4.0","Fluid ounces","51","0","0.55","4.21","0","0","0","4.75"
"01/17/2015","Cake, Carrot, w/ Cream Cheese Icing & Creamy Filling","Snacks","3.0","Ounces","247","7.41","4.94","46.94","27.18","7.41","12.35","247.6"
"01/16/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"01/16/2015","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"01/16/2015","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"01/16/2015","Bread Whole Wheat Sprouted","Breakfast","1.0","Serving","90","0.50","5","19","2","5","0","160"
"01/16/2015","Broccoli","Lunch","1.0","Cup","31","0.33","2.54","5.98","1.53","2.34","0","29.70"
"01/16/2015","Cauliflower","Lunch","1.0","Cup","25","0.28","1.92","4.97","1.91","2","0","30"
"01/16/2015","Chicken, Breast, Grilled","Lunch","4.0","Ounces","123","3.96","21.77","0","0","0","64.31","184.69"
"01/16/2015","Brussels Sprouts","Lunch","1.0","Cup","38","0.26","2.97","7.88","1.94","3.34","0","22"
"01/16/2015","Salsa Autentica","Lunch","0.25","Cup","20","0","0","4","0","0","0","520"
"01/16/2015","Ice Cream, Vanilla","Lunch","0.5","Cup","137","7.26","2.31","15.58","14.1","0.46","29.4","52.80"
"01/16/2015","Cookie, Chocolate Chip, Soft","Lunch","1.0","Each","68","3.9","0.74","9.76","5.68","0.36","0","40.80"
"01/16/2015","Rice, White, Medium Grain, Cooked","Dinner","2.0","Cups","484","0.78","8.85","106.36","0","1.12","0","0"
