"Date","Name","Type","Quantity","Units","Calories","Fat (g)","Protein (g)","Carbohydrates (g)","Sugars (g)","Fiber (g)","Cholesterol (mg)","Sodium (mg)"
"02/08/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"02/08/2015","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"02/08/2015","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"02/08/2015","Bread Whole Wheat Sprouted","Breakfast","1.5","Servings","135","0.75","7.50","28.50","3","7.50","0","240"
"02/08/2015","Yogurt, Greek, Plain, Nonfat","Lunch","4.0","Cups","480","0","88","28","24","0","0","280"
"02/08/2015","Grapes, Red European","Lunch","3.0","Cups","313","0.72","3.26","81.99","70.12","4.8","0","9.6"
"02/08/2015","Udon Noodle","Dinner","8.0","Ounces","440","9","n/a","n/a","n/a","n/a","n/a","n/a"
"02/08/2015","Chicken Breast Skinless - Raw","Dinner","6.0","Ounces","180","3","37.50","0","0","0","105","15"
"02/08/2015","Thai Yellow Curry Sauce","Dinner","0.25","Cup","100","7","1","9","5","1","n/a","820"
"02/08/2015","Rice, White, Medium Grain, Cooked","Dinner","0.25","Cup","60","0.10","1.11","13.29","0","0.14","0","0"
"02/08/2015","Sauce, Thai Peanut","Dinner","1.0","Tablespoon","60","3.50","2","5","4","0","0","135"
"02/08/2015","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"02/08/2015","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"02/08/2015","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"02/07/2015","Tortilla, Flour, Burrito","Breakfast","1.0","Each","290","9","7","44","0","2","0","670"
"02/07/2015","Egg, Scrambled, Large","Breakfast","2.0","Each","204","14.90","13.53","2.68","2.11","0","429.44","341.60"
"02/07/2015","Sausage, Chorizo, Pork & Beef, Link","Breakfast","0.5","Each","137","11.48","7.23","0.56","0","0","26.40","370.50"
"02/07/2015","Cheese, Colby & Monterey Jack, Shredded","Breakfast","0.25","Cup","110","8","6","2","0","0","25","180"
"02/07/2015","Sour Cream, Reg","Breakfast","1.0","Tablespoon","30","2.50","0.50","1","0.50","0","10","7.50"
"02/07/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"02/07/2015","Beer","Lunch","12.0","Fluid ounces","153","0","1.64","12.64","0","0","0","14.24"
"02/07/2015","Beer","Lunch","12.0","Fluid ounces","153","0","1.64","12.64","0","0","0","14.24"
"02/07/2015","Grapes, Red European","Lunch","1.0","Cup","104","0.24","1.9","27.33","23.37","1.36","0","3.2"
"02/07/2015","Chips, Pita","Lunch","10.0","Pieces","130","5","3","19","1","1","0","270"
"02/07/2015","Hummus","Lunch","0.25","Cup","93","5.38","4.42","8","0","3.36","0","212.24"
"02/07/2015","Cake, Chocolate, Chocolate Frosted","Lunch","1.0","Ounce","104","4.63","1.16","15.42","0","0.79","11.87","94.36"
"02/07/2015","Ice Cream, Vanilla","Lunch","0.5","Cup","137","7.26","2.31","15.58","14.1","0.46","29.4","52.80"
"02/07/2015","Pasta, Penne","Dinner","4.0","Ounces","400","2","13.99","83.95","2","4","0","0"
"02/07/2015","Sauce, Sloppy Joe, Original","Dinner","1.0","Cup","160","0","0","36","24","8","0","1640"
"02/07/2015","Ground Beef, 85% Lean","Dinner","6.0","Ounces","425","26.32","44.8","0","0","0","153","122.40"
"02/07/2015","Broccoli","Dinner","2.0","Cups","61","0.67","5.8","11.95","3.6","4.68","0","59.40"
"02/07/2015","Bread, French Baguette","Dinner","1.0","Each","150","1","5","30","0","1","0","370"
"02/07/2015","Butter, Salted","Dinner","1.0","Teaspoon","33","3.79","0.4","0","0","0","10.3","26.88"
"02/07/2015","Blueberry, Pie","Dinner","0.5","Piece","145","6.25","1.13","21.81","6.18","0.63","0","203.13"
"02/07/2015","Ice Cream, Vanilla","Dinner","0.5","Cup","137","7.26","2.31","15.58","14.1","0.46","29.4","52.80"
"02/07/2015","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"02/07/2015","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"02/06/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"02/06/2015","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"02/06/2015","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"02/06/2015","Bread Whole Wheat Sprouted","Breakfast","1.5","Servings","135","0.75","7.50","28.50","3","7.50","0","240"
"02/06/2015","Broccoli","Breakfast","2.0","Cups","62","0.67","5.13","12.8","3.9","4.73","0","60.6"
"02/06/2015","Egg Whites, Large, Ckd","Breakfast","4.0","Each","68","0.40","14.40","n/a","0.80","0","0","220"
"02/06/2015","Yams, Domestic, Mashed, Canned","Lunch","0.75","Cup","193","0.38","3.79","44.35","10.42","3.25","0","143.44"
"02/06/2015","Cole Slaw, Classic","Lunch","1.0","Cup","44","1.48","0.73","7.3","0","0.85","4.53","13.3"
"02/06/2015","Fish, Cod, Cooked","Lunch","6.0","Ounces","179","1.38","39.4","0","0","0","79.95","154.79"
"02/06/2015","Vegetables, Peas & Carrots, Canned","Lunch","1.0","Cup","97","0.69","5.51","21.54","0","5.8","0","660.40"
"02/06/2015","Sauce, Curry, Red, Thai","Lunch","0.25","Cup","90","6","1","7","4","0","0","500"
"02/06/2015","Oil, Canola","Lunch","1.0","Tablespoon","124","14","0","0","0","0","0","0"
"02/06/2015","Chicken Breast Skinless - Raw","Dinner","8.0","Ounces","240","4","50","0","0","0","140","20"
"02/06/2015","Potatoes, Cooked in Skin, Peeled, Diced","Dinner","2.0","Cups","271","0.31","5.83","62.81","2.71","5.62","0","12.48"
"02/06/2015","Butter, Salted","Dinner","1.0","Tablespoon","100","11.36","0.12","0.1","0.1","0","30.10","80.64"
"02/06/2015","Sauce, Curry, Red, Thai","Dinner","0.25","Cup","90","6","1","7","4","0","0","500"
"02/06/2015","Apple, Large","Snacks","1.0","Each","116","0.38","0.58","30.80","23.17","5.35","0","2.23"
"02/06/2015","Egg, Large","Snacks","2.0","Each","143","9.94","12.57","0.78","0.77","0","423","140"
"02/06/2015","Yogurt, Plain, Whole Milk","Snacks","0.5","Cup","80","3.50","5","7","7","0.50","15","75"
"02/06/2015","Blueberry Preserves","Snacks","2.5","Tablespoons","125","0","0","32.50","30","0","0","12.50"
"02/06/2015","Chips, Tortilla, White Corn","Snacks","26.0","Pieces","260","13","3.71","27.86","0","3.71","0","148.57"
"02/06/2015","Salsa Autentica","Snacks","0.25","Cup","20","0","0","4","0","0","0","520"
"02/06/2015","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"02/06/2015","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"02/05/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"02/05/2015","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"02/05/2015","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"02/05/2015","Bread Whole Wheat Sprouted","Breakfast","1.0","Serving","90","0.50","5","19","2","5","0","160"
"02/05/2015","Cauliflower, Cooked","Lunch","2.0","Cups","57","1.12","4.56","10.19","5.16","5.70","0","37.20"
"02/05/2015","Beans, White, Cooked, No Salt","Lunch","1.0","Cup","253","1.14","15.97","45.94","0","18.51","0","3.56"
"02/05/2015","Chicken Breast Skinless - Raw","Lunch","4.0","Ounces","120","2","25","0","0","0","70","10"
"02/05/2015","Pizza 14 (Amici's Combo Scaled)","Dinner","0.125","Each","285","14.50","12.50","26","n/a","n/a","35","285"
"02/05/2015","English Muffin","Dinner","0.5","Each","66","0.51","2.28","13.11","0","0","0","98.33"
"02/05/2015","Ham, Honey, Smoked","Dinner","1.0","Ounce","35","0.67","5.8","2.6","0","0","6.24","255.15"
"02/05/2015","Cheese, Cheddar, Slice","Dinner","1.0","Each","113","9.28","6.97","0.36","0.15","0","29.40","173.88"
"02/05/2015","Tater Tots, Seasoned, Shred","Dinner","8.0","Pieces","142","7.11","1.78","17.78","0","1.78","0","373.33"
"02/05/2015","Quiche, Bacon and Cheese","Dinner","0.25","Each","73","5.25","2.50","3.75","0.25","0.25","25","182.50"
"02/05/2015","Beer","Dinner","12.0","Fluid ounces","153","0","1.64","12.64","0","0","0","14.24"
"02/05/2015","Cappuccino, w/ Whole, Tall","Snacks","1.0","Each","110","6","6","9","n/a","0","n/a","n/a"
"02/05/2015","Apple, Large","Snacks","1.0","Each","116","0.38","0.58","30.80","23.17","5.35","0","2.23"
"02/05/2015","Grapes, Red European","Snacks","3.0","Cups","313","0.72","3.26","81.99","70.12","4.8","0","9.6"
"02/05/2015","Milk, 1%, w/ Vitamin A & D","Snacks","1.0","Cup","102","2.37","8.22","12.18","12.69","0","12.20","107.36"
"02/04/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"02/04/2015","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"02/04/2015","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"02/04/2015","Bread Whole Wheat Sprouted","Breakfast","1.0","Serving","90","0.50","5","19","2","5","0","160"
"02/04/2015","Vegetables, Peas & Carrots, Canned","Lunch","1.5","Cups","145","1.3","8.27","32.31","0","7.62","0","990.60"
"02/04/2015","Eggplant, Cooked, Cubes","Lunch","0.5","Cup","17","0.11","0.41","4.28","1.57","1.23","0","0.49"
"02/04/2015","Cheese, Feta, Crumbled","Lunch","1.0","Tablespoon","25","2","1.33","0.38","0.38","0","8.34","104.63"
"02/04/2015","Nuts, Walnuts, English, Halves, Dried","Lunch","1.0","Tablespoon","41","4.8","0.95","0.86","0.16","0.42","0","0.13"
"02/04/2015","Slider Bun","Lunch","2.0","Servings","160","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"02/04/2015","Ground Beef, 85% Lean","Lunch","6.0","Ounces","425","26.32","44.8","0","0","0","153","122.40"
"02/04/2015","Shredded Chicken","Dinner","6.0","Ounces","180","20","38","0","0","0","120","640"
"02/04/2015","Sour Cream, Reg","Dinner","1.0","Tablespoon","30","2.50","0.50","1","0.50","0","10","7.50"
"02/04/2015","Sauce, Pesto","Dinner","0.5","Ounce","74","7.40","1.23","0.73","0","0","2.46","66.56"
"02/04/2015","Tortilla, Flour, 8","Dinner","2.0","Each","287","7.13","7.63","47.24","1.77","2.85","0","585.12"
"02/04/2015","Brownie","Dinner","1.0","Each","227","9.13","2.69","35.78","20.50","1.18","9.52","174.72"
"02/04/2015","Apple, Large","Snacks","1.0","Each","116","0.38","0.58","30.80","23.17","5.35","0","2.23"
"02/04/2015","Ice Cream, French Vanilla, Soft Serve","Snacks","0.25","Cup","95","5.59","1.76","9.55","9.10","0.30","39.13","26.23"
"02/04/2015","Apple, Large","Snacks","1.0","Each","116","0.38","0.58","30.80","23.17","5.35","0","2.23"
"02/04/2015","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"02/04/2015","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"02/03/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"02/03/2015","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"02/03/2015","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"02/03/2015","Bread Whole Wheat Sprouted","Breakfast","1.0","Serving","90","0.50","5","19","2","5","0","160"
"02/03/2015","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"02/03/2015","Squash, Zucchini, Slices, Stmd","Breakfast","1.0","Cup","27","0.65","2.5","4.84","5.35","1.80","0","5.40"
"02/03/2015","Tater Tots, Seasoned, Shred","Breakfast","8.0","Pieces","142","7.11","1.78","17.78","0","1.78","0","373.33"
"02/03/2015","Cheese, Cheddar, Slice","Lunch","2.0","Each","226","18.56","13.94","0.72","0.29","0","58.80","347.76"
"02/03/2015","Flatbread, Brioche, Slc","Lunch","1.0","Each","330","13","8","46","9","3","40","480"
"02/03/2015","Soup, Tomato, Made w/ Water","Lunch","2.0","Cups","149","1.39","3.92","32.59","19.69","2.98","0","1349.12"
"02/03/2015","Soup, Roasted Carrot, Creamy","Dinner","16.0","Fluid ounces","200","2","6","36","10","4","0","1560"
"02/03/2015","Bread, Whl Wheat","Dinner","2.0","Slices","180","2","8","36","6","6","0","380"
"02/03/2015","Guacamole, Mild","Dinner","0.25","Cup","105","8.90","0.81","5.67","0","2.43","0","226.67"
"02/03/2015","Turkey, Breast, Oven Rstd, 97% Fat Free, Thick Sliced","Dinner","2.0","Ounces","60","1","10","2","0","0","30","500"
"02/03/2015","Apple, Small","Snacks","1.0","Each","77","0.25","0.39","20.58","15.48","3.58","0","1.49"
"02/03/2015","Apple, Small","Snacks","1.0","Each","77","0.25","0.39","20.58","15.48","3.58","0","1.49"
"02/03/2015","Bread Whole Wheat Sprouted","Snacks","1.0","Serving","90","0.50","5","19","2","5","0","160"
"02/03/2015","Blueberry Preserves","Snacks","2.5","Tablespoons","125","0","0","32.50","30","0","0","12.50"
"02/03/2015","Milk, 1%, w/ Vitamin A & D","Snacks","1.0","Cup","102","2.37","8.22","12.18","12.69","0","12.20","107.36"
"02/03/2015","Milk, 1%, w/ Vitamin A & D","Snacks","1.0","Cup","102","2.37","8.22","12.18","12.69","0","12.20","107.36"
"02/02/2015","Egg, Large","Breakfast","2.0","Each","143","9.94","12.57","0.78","0.77","0","423","140"
"02/02/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"02/02/2015","Shepherds Bread","Breakfast","1.0","Slice","110","1.50","3","19","2","1","0","190"
"02/02/2015","Broccoli","Lunch","2.0","Cups","62","0.67","5.13","12.8","3.9","4.73","0","60.6"
"02/02/2015","Beef, Top Sirloin Steak, Sirloin, Cooked, Choice, 0 Trim","Lunch","4.0","Ounces","291","17.85","30.37","0","0","0","94.7","61.20"
"02/02/2015","Rice, White, Medium Grain, Cooked","Lunch","0.5","Cup","121","0.20","2.21","26.59","0","0.28","0","0"
"02/02/2015","Thai Yellow Curry Sauce","Lunch","0.25","Cup","100","7","1","9","5","1","n/a","820"
"02/02/2015","Ice Cream, French Vanilla, Soft Serve","Lunch","0.5","Cup","191","11.18","3.53","19.9","18.20","0.60","78.26","52.46"
"02/02/2015","Cole Slaw, Fast Food","Dinner","1.0","Cup","202","13.8","1.25","19.65","16.9","2.51","5.28","267.96"
"02/02/2015","Broccoli","Dinner","2.0","Cups","62","0.67","5.13","12.8","3.9","4.73","0","60.6"
"02/02/2015","Chicken Breast, Raw","Dinner","8.0","Ounces","240","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"02/02/2015","Beans, White, Cooked, No Salt","Dinner","0.5","Cup","126","0.57","7.98","22.97","0","9.26","0","1.78"
"02/02/2015","Oil, Canola","Dinner","1.0","Tablespoon","124","14","0","0","0","0","0","0"
"02/02/2015","Apple, Small","Snacks","1.0","Each","77","0.25","0.39","20.58","15.48","3.58","0","1.49"
"02/02/2015","Spring Roll, Vegetable","Snacks","2.0","Each","200","12","4","20","0","1.60","0","60"
"02/02/2015","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"02/02/2015","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"02/08/2015","Strava Workout","Exercise","112","minutes","866.0"
"02/08/2015","Hiking","Exercise","20","minutes","152.026"
"02/05/2015","Weight Lifting","Exercise","25","minutes","63.8204"
"02/03/2015","Weight Lifting","Exercise","20","minutes","51.0564"
"02/03/2015","Running","Exercise","10","minutes","127.641"
