"Date","Name","Type","Quantity","Units","Calories","Fat (g)","Protein (g)","Carbohydrates (g)","Sugars (g)","Fiber (g)","Cholesterol (mg)","Sodium (mg)"
"03/29/2015","Egg Muffin; Bryn; 2014/09/04","Breakfast","2.0","Servings","208","12.28","14.18","10.57","1.70","1.19","364.30","261.4"
"03/29/2015","Brainwash Bacon Blue Burger","Lunch","1.0","Serving","892","60.92","74.1","7.52","3.67","1.17","237.18","1352.2"
"03/29/2015","French Fries","Lunch","1.0","Each","400","18","7","54","0","2","0","245"
"03/29/2015","Ketchup","Lunch","0.25","Cup","58","0.19","1.4","15.9","13.66","0.18","0","668.40"
"03/29/2015","Udon Noodle","Dinner","8.0","Ounces","440","9","n/a","n/a","n/a","n/a","n/a","n/a"
"03/29/2015","Chicken Breast Skinless - Raw","Dinner","6.0","Ounces","180","3","37.50","0","0","0","105","15"
"03/29/2015","Soup, Miso","Dinner","2.0","Cups","140","4","10","18","0","6","0","1442"
"03/29/2015","Sushi, California Roll","Dinner","6.0","Pieces","271","4.50","7.50","49.50","5.25","2.25","0","477.75"
"03/29/2015","Dark Chocolate Blueberries","Snacks","0.25","Cup","180","8","1","26","21","3","5","0"
"03/29/2015","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"03/29/2015","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"03/28/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"03/28/2015","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"03/28/2015","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"03/28/2015","Bread Whole Wheat Sprouted","Breakfast","1.0","Serving","90","0.50","5","19","2","5","0","160"
"03/28/2015","Bun, Hamburger, Plain","Lunch","1.5","Each","180","2.79","6.13","31.90","4.3","1.35","0","308.95"
"03/28/2015","Ground Beef, 85% Lean","Lunch","6.0","Ounces","425","26.32","44.8","0","0","0","153","122.40"
"03/28/2015","Cheese, Cheddar, Slice","Lunch","1.0","Each","113","9.28","6.97","0.36","0.15","0","29.40","173.88"
"03/28/2015","Cole Slaw, Fast Food","Lunch","1.0","Cup","202","13.8","1.25","19.65","16.9","2.51","5.28","267.96"
"03/28/2015","Mayonaise","Lunch","1.0","Tablespoon","100","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"03/28/2015","Ketchup","Lunch","1.0","Tablespoon","15","0.5","0.26","3.77","3.42","0.5","0","167.10"
"03/28/2015","Beer","Lunch","12.0","Fluid ounces","153","0","1.64","12.64","0","0","0","14.24"
"03/28/2015","Wine, Red","Lunch","5.0","Fluid ounces","125","0","0.10","3.84","0.91","0","0","5.88"
"03/28/2015","Dolma","Lunch","2.0","Pieces","60","2","1.40","10","1.40","0.60","0","n/a"
"03/28/2015","Pot Pie, Broccoli","Dinner","0.5","Container","230","12","5.50","25","1.50","2","22.50","315"
"03/28/2015","Chicken Breast Skinless - Raw","Dinner","8.0","Ounces","240","4","50","0","0","0","140","20"
"03/28/2015","Cookie, Chocolate Chip, Soft","Dinner","1.0","Each","68","3.9","0.74","9.76","5.68","0.36","0","40.80"
"03/28/2015","Beer","Snacks","12.0","Fluid ounces","153","0","1.64","12.64","0","0","0","14.24"
"03/28/2015","Donut, Glazed","Snacks","0.5","Each","130","7","1.50","15.50","6","0.50","0","165"
"03/28/2015","Yogurt, Plain, Whole Milk","Snacks","0.5","Cup","80","3.50","5","7","7","0.50","15","75"
"03/28/2015","Strawberries, Whole","Snacks","1.0","Cup","46","0.43","0.96","11.6","7.4","2.88","0","1.44"
"03/28/2015","Cookie, Chocolate Chip, Soft","Snacks","1.0","Each","68","3.9","0.74","9.76","5.68","0.36","0","40.80"
"03/27/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"03/27/2015","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"03/27/2015","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"03/27/2015","Bread Whole Wheat Sprouted","Breakfast","1.0","Serving","90","0.50","5","19","2","5","0","160"
"03/27/2015","Beets, Slices","Lunch","2.0","Cups","117","0.46","4.38","26","18.39","7.62","0","212.16"
"03/27/2015","Cole Slaw, Classic","Lunch","2.0","Cups","88","2.96","1.46","14.6","0","1.70","9.7","26.6"
"03/27/2015","Oil, Canola","Lunch","1.0","Tablespoon","124","14","0","0","0","0","0","0"
"03/27/2015","Chicken Breast, w / Skin, Cooked","Lunch","2.0","Each","386","15.25","58.41","0","0","0","164.64","139.16"
"03/27/2015","Cabbage, Chopped","Dinner","3.0","Cups","67","0.27","3.42","15.49","8.54","6.67","0","48.6"
"03/27/2015","Chicken Breast Skinless - Raw","Dinner","8.0","Ounces","240","4","50","0","0","0","140","20"
"03/27/2015","Oil, Canola","Dinner","1.0","Tablespoon","124","14","0","0","0","0","0","0"
"03/27/2015","Chicken, Thigh, Skinless, Cooked","Dinner","4.0","Ounces","202","9.20","28","0","0","0","150","120"
"03/27/2015","Grapes, Red European","Snacks","1.0","Cup","104","0.24","1.9","27.33","23.37","1.36","0","3.2"
"03/27/2015","Ice Cream, Vanilla","Snacks","0.5","Cup","137","7.26","2.31","15.58","14.1","0.46","29.4","52.80"
"03/27/2015","Bread Whole Wheat Sprouted","Snacks","1.0","Serving","90","0.50","5","19","2","5","0","160"
"03/27/2015","Blueberry Preserves","Snacks","1.25","Tablespoons","63","0","0","16.25","15","0","0","6.25"
"03/26/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"03/26/2015","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"03/26/2015","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"03/26/2015","Bread Whole Wheat Sprouted","Breakfast","1.0","Serving","90","0.50","5","19","2","5","0","160"
"03/26/2015","Rice, White, Medium Grain, Cooked","Lunch","1.0","Cup","242","0.39","4.43","53.18","0","0.56","0","0"
"03/26/2015","Chicken, Breast, Grilled","Lunch","6.0","Ounces","184","5.94","32.65","0","0","0","96.47","277.3"
"03/26/2015","Thai Yellow Curry Sauce","Lunch","0.5","Cup","200","14","2","18","10","2","n/a","1640"
"03/26/2015","Carrots, Chopped","Lunch","1.0","Cup","52","0.31","1.19","12.26","6.7","3.58","0","88.32"
"03/26/2015","Oil, Olive, Extra Virgin","Lunch","1.0","Tablespoon","120","14","0","0","0","0","0","0"
"03/26/2015","Beer","Dinner","12.0","Fluid ounces","153","0","1.64","12.64","0","0","0","14.24"
"03/26/2015","Pizza 14 (Amici's Combo Scaled)","Dinner","0.125","Each","285","14.50","12.50","26","n/a","n/a","35","285"
"03/26/2015","Slider Bun","Dinner","1.0","Serving","80","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"03/26/2015","French Fries","Dinner","0.25","Each","100","4.50","1.75","13.50","0","0.50","0","61.25"
"03/26/2015","Chicken Breast Skinless - Raw","Dinner","2.0","Ounces","60","1","12.50","0","0","0","35","5"
"03/26/2015","Chili, Beef with Beans","Dinner","0.25","Cup","60","0.88","4.50","8.25","1.75","1.50","11.25","220"
"03/26/2015","Apple, Medium","Snacks","1.0","Each","95","0.31","0.47","25.13","18.91","4.37","0","1.82"
"03/26/2015","Chips, Tortilla, White Corn","Snacks","28.0","Pieces","280","14","4","30","0","4","0","160"
"03/26/2015","Salsa Autentica","Snacks","0.5","Cup","40","0","0","8","0","0","0","1040"
