"Date","Name","Type","Quantity","Units","Calories","Fat (g)","Protein (g)","Carbohydrates (g)","Sugars (g)","Fiber (g)","Cholesterol (mg)","Sodium (mg)"
"03/22/2015","Egg, Scrambled, Large","Breakfast","3.0","Each","306","22.34","20.29","4.3","3.17","0","644.16","512.40"
"03/22/2015","Cheese, American, Yellow, Slice","Breakfast","2.0","Slices","160","14","8","2","2","0","40","600"
"03/22/2015","Bacon, Uncured, Apple Smoked","Breakfast","1.0","Piece","90","7","5","0","0","0","15","240"
"03/22/2015","Sausage, Chicken, w/ Apple","Breakfast","1.0","Each","140","7","14","6","3","1","65","550"
"03/22/2015","Avocado","Breakfast","0.25","Each","80","7.37","1","4.29","0.33","3.37","0","3.52"
"03/22/2015","Hash Browns, Homemade","Breakfast","1.5","Cups","310","14.65","3.51","41.8","1.74","3.74","0","400.14"
"03/22/2015","Yogurt, Greek, Plain, Nonfat","Lunch","2.0","Cups","240","0","44","14","12","0","0","140"
"03/22/2015","Grapes, Green European","Lunch","3.0","Cups","313","0.72","3.26","81.99","70.12","4.8","0","9.6"
"03/22/2015","Grapes, Green European","Dinner","1.0","Cup","104","0.24","1.9","27.33","23.37","1.36","0","3.2"
"03/22/2015","Powerberries","Dinner","0.25","Cup","180","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"03/22/2015","Cheese, Blue, Crumbled","Dinner","0.25","Cup","120","9.77","7.28","0.80","0.17","0","25.50","474.30"
"03/22/2015","Bread, French Baguette","Dinner","2.0","Ounces","136","0.40","5","28","0","0.60","0","304"
"03/22/2015","Wine, Red","Dinner","10.0","Fluid ounces","250","0","0.21","7.67","1.82","0","0","11.76"
"03/22/2015","Brownie","Dinner","1.0","Each","227","9.13","2.69","35.78","20.50","1.18","9.52","174.72"
"03/21/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"03/21/2015","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"03/21/2015","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"03/21/2015","Bread Whole Wheat Sprouted","Breakfast","1.0","Serving","90","0.50","5","19","2","5","0","160"
"03/21/2015","Yogurt, Greek, Plain, Nonfat","Lunch","2.0","Cups","240","0","44","14","12","0","0","140"
"03/21/2015","Grapes, Red European","Lunch","3.0","Cups","313","0.72","3.26","81.99","70.12","4.8","0","9.6"
"03/21/2015","Pasta, Udon","Dinner","6.0","Ounces","570","4.50","24","111","15","9","0","1980"
"03/21/2015","Chicken Breast Skinless - Raw","Dinner","6.0","Ounces","180","3","37.50","0","0","0","105","15"
"03/21/2015","Thai Yellow Curry Sauce","Dinner","0.25","Cup","100","7","1","9","5","1","n/a","820"
"03/21/2015","Sushi, California Roll","Dinner","6.0","Pieces","271","4.50","7.50","49.50","5.25","2.25","0","477.75"
"03/21/2015","Milk, 1%, w/ Vitamin A & D","Snacks","1.0","Cup","102","2.37","8.22","12.18","12.69","0","12.20","107.36"
"03/21/2015","Very Cherry Berry Blend","Snacks","1.0","Cup","90","0","1","22","16","5","0","5"
"03/21/2015","Ginger Chew","Snacks","3.0","Pieces","60","0","0","15","15","0","0","0"
"03/21/2015","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"03/21/2015","Donut, Glazed","Snacks","0.5","Each","130","7","1.50","15.50","6","0.50","0","165"
"03/20/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"03/20/2015","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"03/20/2015","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"03/20/2015","Bread Whole Wheat Sprouted","Breakfast","1.0","Serving","90","0.50","5","19","2","5","0","160"
"03/20/2015","Salad, Leaf & Romaine","Lunch","2.0","Cups","15","0","1","2","0","1","0","10"
"03/20/2015","Broccoli","Lunch","1.0","Cup","31","0.34","2.57","6.4","1.55","2.37","0","30.3"
"03/20/2015","Chicken Breast Skinless - Raw","Lunch","6.0","Ounces","180","3","37.50","0","0","0","105","15"
"03/20/2015","Dressing, Balsamic Vinaigrette","Lunch","0.25","Cup","180","18","0","6","2","0","0","700"
"03/20/2015","Soup, Spinach & Lentil","Lunch","1.0","Each","110","3.50","7.1","16.2","2","7.1","0","570.70"
"03/20/2015","Mixed Drink, Margarita, Mix","Dinner","6.0","Fluid ounces","210","0","0","49.50","49.50","0","0","105"
"03/20/2015","Tequila, 80 Proof","Dinner","2.0","Fluid ounces","129","0","0","0","0","0","0","0.56"
