"Date","Name","Type","Quantity","Units","Calories","Fat (g)","Protein (g)","Carbohydrates (g)","Sugars (g)","Fiber (g)","Cholesterol (mg)","Sodium (mg)"
"09/21/2014","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"09/21/2014","Milk, 2%, w/ Vitamin A & D","Breakfast","1.0","Tablespoon","8","0.30","0.50","0.73","0.77","0","1.22","7.17"
"09/21/2014","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"09/21/2014","Bread Whole Wheat Sprouted","Breakfast","1.0","Serving","90","0.50","5","19","2","5","0","160"
"09/21/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"09/21/2014","Bun, Hamburger, Plain","Lunch","1.0","Each","120","1.86","4.8","21.26","2.69","0.90","0","205.97"
"09/21/2014","Egg, Fried, Whole, Large","Lunch","1.0","Each","90","7.4","6.27","0.41","0.38","0","210.22","93.84"
"09/21/2014","Bacon, Uncured, Apple Smoked","Lunch","1.0","Piece","90","7","5","0","0","0","15","240"
"09/21/2014","Cole Slaw, Fast Food","Lunch","0.5","Cup","101","6.54","0.63","9.83","8.5","1.25","2.64","133.98"
"09/21/2014","Crab Cake","Lunch","1.0","Each","160","10.35","11.25","5.11","0","0.24","82.20","491.40"
"09/21/2014","Chicken, Breast, Grilled","Lunch","6.0","Ounces","235","5.4","44.35","0","0","0","120.96","105.84"
"09/21/2014","Rice, White, Medium Grain, Cooked","Lunch","0.5","Cup","121","0.20","2.21","26.59","0","0.28","0","0"
"09/21/2014","Salmon","Dinner","11.0","Ounces","523","27.50","66","0","0","0","192.50","151.25"
"09/21/2014","Sauce, Pesto","Dinner","0.5","Tablespoon","31","3.25","0.38","0.38","0","0","0","105"
"09/21/2014","Microwaveable Asparagus","Dinner","1.5","Servings","75","6","3","4.50","1.50","3","0","67.50"
"09/21/2014","Sweet Potatoes, Dark Orange, 5","Dinner","2.5","Each","280","0.16","5.10","65.39","13.59","9.75","0","178.75"
"09/21/2014","Apple, Large","Snacks","1.0","Each","116","0.38","0.58","30.80","23.17","5.35","0","2.23"
"09/21/2014","Apple, Large","Snacks","1.0","Each","116","0.38","0.58","30.80","23.17","5.35","0","2.23"
"09/21/2014","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"09/21/2014","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"09/21/2014","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"09/21/2014","Apple, Large","Snacks","1.0","Each","116","0.38","0.58","30.80","23.17","5.35","0","2.23"
"09/20/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"09/20/2014","Tamale, Chicken","Breakfast","1.0","Each","260","0","9","27","2","1","35","670"
"09/20/2014","Sushi, Spicy Roll, Tuna","Lunch","5.0","Each","280","6.85","14.95","35.49","4.36","1.25","31.76","171.25"
"09/20/2014","Soup, Ginger Carrot","Lunch","2.0","Cups","200","2","4","44","16","6","0","1100"
"09/20/2014","Cafe Mocha; Nonfat; Medium","Lunch","16.0","Ounces","220","1","16","35","n/a","n/a","5","210"
"09/20/2014","Carrots, Baby, Medium","Dinner","12.0","Each","42","0.16","0.77","9.89","5.71","3.48","0","93.60"
"09/20/2014","Celery, Diced","Dinner","1.0","Cup","16","0.17","0.69","2.97","1.83","1.60","0","80"
"09/20/2014","Kale, Chinese, Cooked","Dinner","3.0","Cups","58","1.90","3.1","10.6","2.22","6.60","0","18.48"
"09/20/2014","Spinach(Baby), Organic","Dinner","2.0","Cups","20","n/a","1.33","3.33","n/a","1.32","0","60"
"09/20/2014","Oil, Olive, Extra Virgin","Dinner","1.0","Tablespoon","120","14","0","0","0","0","0","0"
"09/20/2014","Balsamic Vinegar, White","Dinner","1.0","Tablespoon","5","0","0","2","2","0","0","5"
"09/20/2014","Honey, Light","Dinner","1.0","Tablespoon","64","0","0.6","17.30","17.25","0.4","0","0.84"
"09/20/2014","Chicken Nuggets","Dinner","10.0","Pieces","475","22.50","37.50","30","0","2.50","87.50","600"
"09/20/2014","Ketchup","Dinner","0.25","Cup","58","0.19","1.4","15.9","13.66","0.18","0","668.40"
