"Date","Name","Type","Quantity","Units","Calories","Fat (g)","Protein (g)","Carbohydrates (g)","Sugars (g)","Fiber (g)","Cholesterol (mg)","Sodium (mg)"
"02/01/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"02/01/2015","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"02/01/2015","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"02/01/2015","Bread Whole Wheat Sprouted","Breakfast","0.5","Serving","45","0.25","2.50","9.50","1","2.50","0","80"
"02/01/2015","Greek Yogurt, Plain","Breakfast","2.0","Cups","260","0","38","26","22","0","40","260"
"02/01/2015","Blueberry Preserves","Breakfast","2.5","Tablespoons","125","0","0","32.50","30","0","0","12.50"
"02/01/2015","Beer","Lunch","12.0","Fluid ounces","153","0","1.64","12.64","0","0","0","14.24"
"02/01/2015","Sriracha Potato Chips","Lunch","26.0","Pieces","300","18","4","32","2","4","0","260"
"02/01/2015","Sausage, Italian, Link","Dinner","2.0","Each","250","14.15","27.10","3.53","0","0","50.40","957.60"
"02/01/2015","French Fries, Golden Crinkles","Dinner","3.0","Ounces","120","3.50","2","20","0","2","0","310"
"02/01/2015","Beer","Dinner","12.0","Fluid ounces","153","0","1.64","12.64","0","0","0","14.24"
"02/01/2015","Beer","Snacks","8.0","Fluid ounces","102","0","1.9","8.43","0","0","0","9.49"
"02/01/2015","Snack, Pork Rinds","Snacks","0.333","Ounce","53","3.33","5.99","0","0","0","13.31","179.72"
"02/01/2015","Chips, Tortilla, Yellow Corn","Snacks","36.0","Pieces","315","13.50","4.50","42.75","0","2.25","0","225"
"02/01/2015","Guacamole, Mild","Snacks","0.75","Cup","316","26.71","2.43","17","0","7.29","0","680"
"02/01/2015","Spinach and Kale Greek Yogurt Dip","Snacks","0.5","Cup","120","10","4","8","4","4","20","600"
"01/31/2015","Bagel, Sesame, Large","Breakfast","1.0","Each","289","1.68","11.3","56.7","0","2.42","0","560.70"
"01/31/2015","Fish, Smoked Salmon (Lox)","Breakfast","3.0","Ounces","99","3.67","15.54","0","0","0","19.55","1700"
"01/31/2015","Cream Cheese","Breakfast","2.0","Tablespoons","99","9.93","1.72","1.18","0.93","0","31.90","93.9"
"01/31/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"01/31/2015","Egg, Fried, Whole, Large","Lunch","2.0","Each","180","14.9","12.53","0.83","0.76","0","420.44","187.68"
"01/31/2015","Cheese, Cheddar, Slice","Lunch","1.0","Each","113","9.28","6.97","0.36","0.15","0","29.40","173.88"
"01/31/2015","Bacon, Uncured, Apple Smoked","Lunch","1.0","Piece","90","7","5","0","0","0","15","240"
"01/31/2015","Foccacia bread","Lunch","2.0","Ounces","137","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"01/31/2015","Vinagrette","Lunch","1.0","Tablespoon","80","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"01/31/2015","Mayonaise","Lunch","1.0","Tablespoon","100","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"01/31/2015","Fried Chicken, Boneless Breaded, Fast Food","Lunch","2.0","Pieces","95","6.2","4.99","5.22","0.28","0.29","17.60","183.68"
"01/31/2015","Greek Yogurt, Plain","Dinner","2.0","Cups","260","0","38","26","22","0","40","260"
"01/31/2015","Blackberries","Dinner","1.25","Cups","77","0.88","2.50","17.30","8.78","9.54","0","1.80"
"01/31/2015","Donut, Glazed","Snacks","0.5","Each","130","7","1.50","15.50","6","0.50","0","165"
"01/31/2015","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"01/31/2015","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"01/31/2015","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"01/31/2015","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"01/31/2015","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"01/31/2015","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"01/30/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"01/30/2015","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"01/30/2015","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
