"Date","Name","Type","Quantity","Units","Calories","Fat (g)","Protein (g)","Carbohydrates (g)","Sugars (g)","Fiber (g)","Cholesterol (mg)","Sodium (mg)"
"03/08/2015","Sandwich, Egg McMuffin","Breakfast","1.0","Each","300","12","18","30","3","2","260","820"
"03/08/2015","Hash Browns","Breakfast","1.0","Each","139","8.72","1.20","13.94","0.3","1.48","0","290.44"
"03/08/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"03/08/2015","Yogurt, Greek, Plain 0% Chobani","Lunch","4.0","Cups","520","0","88","44","24","0","40","420"
"03/08/2015","Grapes, Red European","Lunch","3.0","Cups","313","0.72","3.26","81.99","70.12","4.8","0","9.6"
"03/08/2015","Baked Ziti","Dinner","3.0","Cups","900","51","42","78","15","6","90","1320"
"03/08/2015","Salad, Field Greens","Dinner","3.0","Cups","67","0.29","5.21","13.43","6.67","4.17","0","108.42"
"03/08/2015","Vinagrette","Dinner","2.0","Tablespoons","160","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"03/08/2015","Bread, Garlic & Herb, 2.5 Inch Slice","Dinner","1.0","Piece","180","8","4","21","1","1","0","270"
"03/08/2015","Wine, Dessert, Sweet","Dinner","1.0","Fluid ounce","46","0","0.6","3.97","2.26","0","0","2.61"
"03/08/2015","Dark Chocolate Acai with Blueberry","Dinner","0.25","Cup","180","7","1","29","25","1","5","50"
"03/08/2015","Blueberries, Milk Chocolate, Cvrd","Snacks","0.125","Cup","90","4","1","13.50","10.50","0.50","n/a","12.50"
"03/07/2015","English Muffin","Breakfast","1.0","Each","132","1.3","4.56","26.22","0","0","0","196.65"
"03/07/2015","Egg, Poached, Large","Breakfast","2.0","Each","142","9.90","12.52","0.78","0.77","0","422","294"
"03/07/2015","Crab Cake","Breakfast","2.0","Each","319","20.70","22.50","10.22","0","0.48","164.40","982.80"
"03/07/2015","Bernaise","Breakfast","0.25","Cup","180","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"03/07/2015","Potatoes, Cooked in Skin, Peeled, Diced","Breakfast","2.0","Cups","271","0.31","5.83","62.81","2.71","5.62","0","12.48"
"03/07/2015","Biscuit","Breakfast","0.25","Each","47","2.10","0.79","6.18","0.44","0.17","0.13","134.13"
"03/07/2015","Ketchup","Breakfast","0.25","Cup","58","0.19","1.4","15.9","13.66","0.18","0","668.40"
"03/07/2015","Bun, Hamburger, Plain","Lunch","1.0","Each","120","1.86","4.8","21.26","2.69","0.90","0","205.97"
"03/07/2015","Turkey, Ground, 8% Fat","Lunch","8.0","Ounces","337","18.67","39.46","0","0","0","178.54","212.44"
"03/07/2015","Avocado","Lunch","0.5","Each","161","14.73","2.1","8.57","0.66","6.73","0","7.4"
"03/07/2015","Mayonaise","Lunch","2.0","Tablespoons","200","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"03/07/2015","French Fries","Lunch","1.0","Each","400","18","7","54","0","2","0","245"
"03/07/2015","White Rice","Dinner","2.0","Cups","340","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"03/07/2015","Fish, Channel Catfish, Breaded Fried","Dinner","8.0","Ounces","519","30.21","41","18.22","0","1.59","183.60","634.67"
"03/07/2015","Sauce, Curry, Red, Thai","Dinner","0.5","Cup","180","12","2","14","8","0","0","1000"
"03/07/2015","Donut, Glazed","Snacks","0.5","Each","130","7","1.50","15.50","6","0.50","0","165"
"03/07/2015","Milk, 1%, w/ Vitamin A & D","Snacks","1.0","Cup","102","2.37","8.22","12.18","12.69","0","12.20","107.36"
"03/07/2015","Oatmeal Taisin Cookie","Snacks","1.0","Serving","140","5","2","21","11","1","10","105"
"03/06/2015","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"03/06/2015","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"03/06/2015","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"03/06/2015","Bread Whole Wheat Sprouted","Breakfast","1.0","Serving","90","0.50","5","19","2","5","0","160"
"03/06/2015","Salad, Field Greens","Lunch","3.0","Cups","67","0.29","5.21","13.43","6.67","4.17","0","108.42"
