"Date","Name","Type","Quantity","Units","Calories","Fat (g)","Protein (g)","Carbohydrates (g)","Cholesterol (mg)","Sodium (mg)"
"02/02/2014","Bread, Homestyle Cracked Wheat","Breakfast","1.0","Slice","80","1","3","16","0","160"
"02/02/2014","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","211.50","70"
"02/02/2014","Butter, Unsalted","Breakfast","1.0","Teaspoon","34","3.84","0.4","0","10.18","0.52"
"02/02/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","18.94"
"02/02/2014","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","200"
"02/02/2014","Yogurt Non-fat Plain","Lunch","4.0","Cups","440","0","40","60","20","640"
"02/02/2014","Grapes","Lunch","3.0","Cups","185","0.97","1.74","47.33","0","5.52"
"02/02/2014","Beer","Dinner","12.0","Fluid ounces","153","0","1.64","12.64","0","14.24"
"02/02/2014","Beer","Dinner","12.0","Fluid ounces","153","0","1.64","12.64","0","14.24"
"02/02/2014","Beer","Dinner","12.0","Fluid ounces","153","0","1.64","12.64","0","14.24"
"02/02/2014","Buffalo Style Chili; Vegetarian","Dinner","2.0","Servings","427","12.71","17.20","64.85","22.90","1407.14"
"02/02/2014","Sour Cream, Reg","Dinner","3.0","Tablespoons","90","7.50","1.50","3","30","22.50"
"02/02/2014","Chicken, Wing, w/ Skin, Cooked","Dinner","7.0","Each","690","46.31","63.93","0","199.92","195.16"
"02/02/2014","Beer","Dinner","12.0","Fluid ounces","153","0","1.64","12.64","0","14.24"
"02/02/2014","Strawberries, Whole","Snacks","1.0","Cup","46","0.43","0.96","11.6","0","1.44"
"02/02/2014","Social Crackers","Snacks","4.0","Pieces","65","2.25","1","10","0","115"
"02/02/2014","Beer","Snacks","12.0","Fluid ounces","153","0","1.64","12.64","0","14.24"
"02/01/2014","Bread, Homestyle Cracked Wheat","Breakfast","2.0","Slices","160","2","6","32","0","320"
"02/01/2014","Lite Cheddar Cheese","Breakfast","1.0","Slice","70","4.50","8","n/a","15","n/a"
"02/01/2014","Egg, Large","Breakfast","2.0","Each","143","9.94","12.57","0.78","423","140"
"02/01/2014","Butter, Unsalted","Breakfast","1.0","Teaspoon","34","3.84","0.4","0","10.18","0.52"
"02/01/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","18.94"
"02/01/2014","Orange Chicken","Lunch","2.5","Cups","800","40","52.50","60","237.50","n/a"
"02/01/2014","Brown Rice Organic","Lunch","1.0","Cup","200","1.50","5","43","0","0"
"02/01/2014","Wine, White","Dinner","20.0","Fluid ounces","482","0","0.41","15.29","0","29.40"
"02/01/2014","Soup, Cream of Broccoli, Condensed","Dinner","2.0","Cups","362","13.99","7.99","48.1","19.84","3000.80"
"02/01/2014","Muffin, Corn, Small","Dinner","2.0","Each","403","11.9","7.79","67.19","34.32","687.72"
"02/01/2014","Cheese, Cheddar, Extra Sharp","Dinner","1.0","Ounce","110","9","7","0","30","180"
"02/01/2014","Whipped Cream, Extra Creamy","Dinner","0.5","Cup","80","6","0","0","20","0"
"02/01/2014","Pudding, Bread","Dinner","6.0","Ounces","420","19.50","7.50","52.50","105","300"
"02/01/2014","Bar, Clif Bar, Banana Nut Bread","Snacks","1.0","Package","240","6","9","42","0","120"
"02/01/2014","Apple, Large","Snacks","1.0","Each","116","0.38","0.58","30.80","0","2.23"
"02/01/2014","Very Cherry Berry Blend","Snacks","1.0","Cup","90","0","1","22","0","5"
"02/01/2014","Milk, 1%, w/ Vitamin A & D","Snacks","1.0","Cup","102","2.37","8.22","12.18","12.20","107.36"
"02/01/2014","Parmesan Crisps","Snacks","2.0","Pieces","90","5","4","8","10","130"
"02/01/2014","Apple, Large","Snacks","1.0","Each","116","0.38","0.58","30.80","0","2.23"
"01/31/2014","Lite Shredded Three Cheese Blend","Breakfast","0.125","Cup","40","2","4","0.50","7.50","67.50"
"01/31/2014","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","200"
"01/31/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","18.94"
"01/31/2014","Butter, Unsalted","Breakfast","0.5","Teaspoon","17","1.92","0.2","0","5.9","0.26"
"01/31/2014","Bread, Homestyle Cracked Wheat","Breakfast","1.0","Slice","80","1","3","16","0","160"
"01/31/2014","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","211.50","70"
"01/31/2014","Buffalo Boneless Chicken","Lunch","16.0","Ounces","940","60","48","48","120","3640"
"01/31/2014","Katsu Don; Kama","Dinner","1.0","Serving","984","33.47","57.20","106.77","349.70","226.52"
"01/31/2014","Edamame Soybeans, in Pods","Dinner","0.5","Cup","100","3","8","9","0","30"
"01/31/2014","Beef Steak, Kippered, Teriyaki","Dinner","2.0","Ounces","140","2","20","10","40","960"
"01/31/2014","Soup, Miso","Dinner","1.0","Cup","70","2","5","9","0","721"
"01/31/2014","Ice Cream, Cool Mint Chocolate Chip","Dinner","0.5","Cup","170","9","3","18","25","45"
"01/31/2014","Apple, Medium","Snacks","1.0","Each","95","0.31","0.47","25.13","0","1.82"
"01/31/2014","Cafe Latte, w/ Nonfat, Grande","Snacks","1.0","Each","130","0","13","19","n/a","n/a"
"01/31/2014","Candy, Mints, Peppermint","Snacks","3.0","Each","10","0","0","2","0","0"
"01/31/2014","Milk, 1%, w/ Vitamin A & D","Snacks","1.5","Cups","154","3.55","12.33","18.26","18.30","161.4"
"01/31/2014","Cacao Puro","Snacks","7.0","Pieces","154","9.10","2.10","15.40","0","8.40"
"01/30/2014","Lite Shredded Three Cheese Blend","Breakfast","0.125","Cup","40","2","4","0.50","7.50","67.50"
"01/30/2014","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","200"
"01/30/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","18.94"
"01/30/2014","Butter, Unsalted","Breakfast","0.5","Teaspoon","17","1.92","0.2","0","5.9","0.26"
"01/30/2014","Bread, Homestyle Cracked Wheat","Breakfast","1.0","Slice","80","1","3","16","0","160"
"01/30/2014","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","211.50","70"
"01/30/2014","Activia Blueberry Greek 5.3 oz","Lunch","4.0","Servings","520","0","48","84","20","220"
"01/30/2014","Egg, Large","Lunch","6.0","Each","429","29.82","37.71","2.34","1269","420"
"01/30/2014","Brainwash Bacon Blue Burger","Dinner","1.0","Serving","892","60.92","74.1","7.52","237.18","1352.2"
